Game Date,Home Team,Away Team,Period,Event Time,Team Side,Origination Play Type,Origination Sub Type 1,Origination Sub Type 2,Origination Sub Type 3,Origination Sub Type 4,Origination Player,Shot Play Type,Shot Sub Type 1,Shot Sub Type 2,Shot Sub Type 3,Shot Sub Type 4,Shot Sub Type 5,Shot Sub Type 6,Shot Player,Result,Result 2
12/27/25,Leicester,LondonLions,Q2,'04:59,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Shavar Reynolds,Spot-Up,Drives Left,,,,,,Amin Adamu,Turnover,
12/27/25,Leicester,LondonLions,Q2,'04:52,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Donald Carey Jr,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'04:37,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Long/3pt,,,Shavar Reynolds,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q2,'04:11,home,,,,,,,ISO,Top,Drives Left,Dribble Jumper,Medium/17' to <3p,,,Donald Carey Jr,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'03:48,away,,,,,,,ISO,Top,Drives Left,Dribble Jumper,Medium/17' to <3p,,,Shavar Reynolds,Foul,
12/27/25,Leicester,LondonLions,Q2,'03:48,away,,,,,,,Non Possession,,,,,,,Shavar Reynolds,Made FT,
12/27/25,Leicester,LondonLions,Q2,'03:48,away,,,,,,,Non Possession,,,,,,,Shavar Reynolds,Made FT,
12/27/25,Leicester,LondonLions,Q2,'03:36,home,,,,,,,Post-Up,Left Block,Post Pin,No Dribble Move,To Basket,,,Olutomiwa Sulaiman,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'03:15,away,,,,,,,Cut,Flash,,,,,,Amin Adamu,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'02:57,home,,,,,,,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Dribble Jumper,Short to < 17',,Donald Carey Jr,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'02:45,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Shavar Reynolds,P&R Roll Man,Rolls to Basket,,,,,,Ethan Price,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'02:25,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Spencer Johnson,P&R Roll Man,Rolls to Basket,,,,,,Aaron Menzies,Foul,
12/27/25,Leicester,LondonLions,Q2,'02:25,home,,,,,,,Non Possession,,,,,,,Aaron Menzies,Missed FT,
12/27/25,Leicester,LondonLions,Q2,'02:25,home,,,,,,,Non Possession,,,,,,,Aaron Menzies,Made FT,
12/27/25,Leicester,LondonLions,Q2,'02:25,away,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Amin Adamu,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q2,'02:25,away,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Aaryn Rai,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'01:30,home,,,,,,,Spot-Up,Drives Right,Dribble Jumper,Long/3pt,,,,Spencer Johnson,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q2,'01:14,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Tarik Phillip,P&R Roll Man,Pick and Pops,No Dribble Jumper,Guarded,Long/3pt,,,Ethan Price,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q2,'00:53.0,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Short to < 17',,,Marc Loving,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'00:49.0,home,,,,,,,Off Screen,To Shooter's Left,Straight,No Dribble Jumper,Open,Long/3pt,,Donald Carey Jr,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q2,'00:35.0,away,,,,,,,Cut,Flash,,,,,,Ethan Price,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'00:16.0,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Donald Carey Jr,P&R Roll Man,Rolls to Basket,,,,,,Aaron Menzies,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q2,'00:02.0,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Tarik Phillip,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Chasson Randle,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'09:46,home,,,,,,,Off Screen,To Shooter's Right,Curl,To Basket,,,,Marc Loving,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'09:24,away,,,,,,,No Play Type,,,,,,,Jonathan Williams,Turnover,
12/27/25,Leicester,LondonLions,Q3,'09:04,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Long/3pt,,,Raequan Battle,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'09:04,home,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Marc Loving,Run Offense,
12/27/25,Leicester,LondonLions,Q3,'09:00,home,,,,,,,Hand Off,From Stationary,Top,,,,,Spencer Johnson,Turnover,
12/27/25,Leicester,LondonLions,Q3,'08:49,away,,,,,,,P&R Ball Handler,High P&R,Go Away from Pick,Dribble Jumper,Short to < 17',,,Shavar Reynolds,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'08:29,home,P&R Ball Handler,Left P&R,Baseline,Dribble Off Pick,Defense Commits,Donald Carey Jr,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Marc Loving,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'08:07,away,,,,,,,Post-Up,Right Block,Left Shoulder,Dribble Move,To Basket,,,Ethan Price,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'07:41,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Marc Loving,Spot-Up,Drives Right,Dribble Jumper,Short to < 17',,,,Raequan Battle,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'07:38,home,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Nathaniel Martin,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'07:18,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Shavar Reynolds,Cut,Basket,,,,,,Ethan Price,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'06:55,home,,,,,,,No Play Type,,,,,,,Donald Carey Jr,Turnover,
12/27/25,Leicester,LondonLions,Q3,'06:55,away,,,,,,,Non Possession,,,,,,,Shavar Reynolds,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q3,'06:28,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Shavar Reynolds,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Karolis Lukosiunas,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'06:28,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Ethan Price,Run Offense,
12/27/25,Leicester,LondonLions,Q3,'06:23,away,,,,,,,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Shavar Reynolds,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'06:23,home,,,,,,,Non Possession,,,,,,,Donald Carey Jr,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q3,'06:00,home,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Defense Commits,Raequan Battle,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Donald Carey Jr,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'05:46,away,,,,,,,Post-Up,Right Block,Left Shoulder,Dribble Move,To Drop Step,,,Deane Williams,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'05:46,home,,,,,,,Non Possession,,,,,,,Spencer Johnson,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q3,'05:19,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Long/3pt,,,Raequan Battle,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'05:01,away,,,,,,,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,To Basket,,,Amin Adamu,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'04:40,home,,,,,,,Off Screen,To Shooter's Left,Straight,No Dribble Jumper,Open,Long/3pt,,Marc Loving,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'04:40,away,,,,,,,Non Possession,,,,,,,Tarik Phillip,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q3,'04:16,away,,,,,,,Hand Off,From Dribble,Top,,,,,Chasson Randle,Turnover,
12/27/25,Leicester,LondonLions,Q3,'04:16,home,,,,,,,Non Possession,,,,,,,Nathaniel Martin,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q3,'03:41,home,,,,,,,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Dribble Jumper,Medium/17' to <3p,,Raequan Battle,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'03:36,home,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Raequan Battle,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'03:36,away,,,,,,,Non Possession,,,,,,,Aaryn Rai,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q3,'03:31,away,,,,,,,ISO,Left,Early Jumper,Dribble Jumper,Long/3pt,,,Tarik Phillip,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'03:04,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Travis Evee,Spot-Up,Drives Right,Dribble Jumper,Long/3pt,,,,Marc Loving,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'02:57,away,,,,,,,Transition,First Middle,To Basket,,,,,Jonathan Williams,Foul,
12/27/25,Leicester,LondonLions,Q3,'02:57,away,,,,,,,Non Possession,,,,,,,Jonathan Williams,Made FT,
12/27/25,Leicester,LondonLions,Q3,'02:57,away,,,,,,,Non Possession,,,,,,,Jonathan Williams,Made FT,
12/27/25,Leicester,LondonLions,Q3,'02:53,home,,,,,,,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Defense Commits,,,Travis Evee,Turnover,
12/27/25,Leicester,LondonLions,Q3,'02:47,away,,,,,,,Transition,First Middle,To Basket,,,,,Jonathan Williams,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'02:11,home,,,,,,,Hand Off,From Dribble,Left,Dribble Jumper,Long/3pt,,,Donald Carey Jr,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q3,'01:58,away,,,,,,,Cut,Basket,,,,,,Jonathan Williams,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'01:29,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Flynn Boardman-Raffet,P&R Roll Man,Rolls to Basket,,,,,,Aaron Menzies,Foul,
12/27/25,Leicester,LondonLions,Q3,'01:29,home,,,,,,,Non Possession,,,,,,,Aaron Menzies,Missed FT,
12/27/25,Leicester,LondonLions,Q3,'01:29,home,,,,,,,Non Possession,,,,,,,Aaron Menzies,Missed FT,
12/27/25,Leicester,LondonLions,Q3,'01:15,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Tarik Phillip,P&R Roll Man,Slips the Pick,To Basket,,,,,Jonathan Williams,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q3,'00:47.0,home,,,,,,,Spot-Up,Drives Right,Dribble Jumper,Medium/17' to <3p,,,,Travis Evee,Foul,
12/27/25,Leicester,LondonLions,Q3,'00:47.0,home,,,,,,,Non Possession,,,,,,,Travis Evee,Made FT,
12/27/25,Leicester,LondonLions,Q3,'00:47.0,home,,,,,,,Non Possession,,,,,,,Travis Evee,Made FT,
12/27/25,Leicester,LondonLions,Q3,'00:26.0,away,,,,,,,Spot-Up,Drives Left,To Basket,,,,,Tarik Phillip,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'09:45,home,,,,,,,No Play Type,No Dribble Jumper,Guarded,Long/3pt,,,,Raequan Battle,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'09:37,home,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Flynn Boardman-Raffet,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'09:24,away,,,,,,,Cut,Basket,,,,,,Jonathan Williams,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'09:19,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Raequan Battle,Foul,
12/27/25,Leicester,LondonLions,Q4,'09:19,home,,,,,,,Non Possession,,,,,,,Raequan Battle,Made FT,
12/27/25,Leicester,LondonLions,Q4,'09:19,home,,,,,,,Non Possession,,,,,,,Raequan Battle,Made FT,
12/27/25,Leicester,LondonLions,Q4,'09:05,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Tarik Phillip,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Karolis Lukosiunas,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'08:54,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Long/3pt,,,Raequan Battle,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'08:31,away,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Deane Williams,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'08:05,home,,,,,,,Hand Off,From Dribble,Right,No Dribble Jumper,Guarded,Long/3pt,,Raequan Battle,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'08:05,away,,,,,,,Non Possession,,,,,,,Tarik Phillip,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q4,'07:57,home,,,,,,,No Play Type,,,,,,,Raequan Battle,Foul,
12/27/25,Leicester,LondonLions,Q4,'07:57,home,,,,,,,Non Possession,,,,,,,Raequan Battle,Made FT,
12/27/25,Leicester,LondonLions,Q4,'07:57,home,,,,,,,Non Possession,,,,,,,Raequan Battle,Made FT,
12/27/25,Leicester,LondonLions,Q4,'07:46,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Medium/17' to <3p,,,Raequan Battle,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'07:46,home,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Aaron Menzies,Foul,
12/27/25,Leicester,LondonLions,Q4,'07:46,home,,,,,,,Non Possession,,,,,,,Aaron Menzies,Missed FT,
12/27/25,Leicester,LondonLions,Q4,'07:46,home,,,,,,,Non Possession,,,,,,,Aaron Menzies,Missed FT,
12/27/25,Leicester,LondonLions,Q4,'07:46,away,,,,,,,Non Possession,,,,,,,Shavar Reynolds,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q4,'07:29,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Shavar Reynolds,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Deane Williams,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'07:16,home,,,,,,,P&R Ball Handler,High P&R,Go Away from Pick,To Basket,,,,Donald Carey Jr,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'06:51,away,ISO,Top,Drives Left,Defense Commits,,Shavar Reynolds,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Aaryn Rai,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'06:41,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,,,Donald Carey Jr,Turnover,
12/27/25,Leicester,LondonLions,Q4,'06:21,away,,,,,,,Post-Up,Right Block,Right Shoulder,Dribble Move,To Jumper,,,Deane Williams,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'06:02,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Raequan Battle,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'05:46,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Shavar Reynolds,P&R Roll Man,Pick and Pops,No Dribble Jumper,Open,Long/3pt,,,Deane Williams,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'05:30,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Long/3pt,,,Raequan Battle,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'05:14,away,,,,,,,Spot-Up,Drives Left,Dribble Jumper,Short to < 17',,,,Shavar Reynolds,Foul,
12/27/25,Leicester,LondonLions,Q4,'05:14,away,,,,,,,Non Possession,,,,,,,Shavar Reynolds,Made FT,
12/27/25,Leicester,LondonLions,Q4,'05:14,away,,,,,,,Non Possession,,,,,,,Shavar Reynolds,Made FT,
12/27/25,Leicester,LondonLions,Q4,'04:56,home,,,,,,,Cut,Basket,,,,,,Nathaniel Martin,Foul,
12/27/25,Leicester,LondonLions,Q4,'04:56,home,,,,,,,Non Possession,,,,,,,Nathaniel Martin,Missed FT,
12/27/25,Leicester,LondonLions,Q4,'04:56,home,,,,,,,Non Possession,,,,,,,Nathaniel Martin,Missed FT,
12/27/25,Leicester,LondonLions,Q4,'04:40,away,,,,,,,ISO,Right,Drives Left,Defense Commits,,,,Deane Williams,Turnover,
12/27/25,Leicester,LondonLions,Q4,'04:31,home,,,,,,,Transition,Ballhandler,Dribble Jumper,Long/3pt,,,,Donald Carey Jr,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'04:26,away,,,,,,,Transition,Leak Outs,To Basket,,,,,Ethan Price,Make 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'04:13,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Donald Carey Jr,P&R Roll Man,Rolls to Basket,,,,,,Nathaniel Martin,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'04:13,away,,,,,,,Non Possession,,,,,,,Deane Williams,Non Shooting Foul,
12/27/25,Leicester,LondonLions,Q4,'04:01,away,,,,,,,Off Screen,To Shooter's Right,Straight,To Basket,,,,Jonathan Williams,Foul,
12/27/25,Leicester,LondonLions,Q4,'04:01,away,,,,,,,Non Possession,,,,,,,Jonathan Williams,Made FT,
12/27/25,Leicester,LondonLions,Q4,'04:01,away,,,,,,,Non Possession,,,,,,,Jonathan Williams,Made FT,
12/27/25,Leicester,LondonLions,Q4,'03:46,home,,,,,,,Cut,Basket,,,,,,Marc Loving,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'03:43,home,,,,,,,Offensive Rebound,Long,,,,,,Marc Loving,Foul,
12/27/25,Leicester,LondonLions,Q4,'03:43,home,,,,,,,Non Possession,,,,,,,Marc Loving,Made FT,
12/27/25,Leicester,LondonLions,Q4,'03:43,home,,,,,,,Non Possession,,,,,,,Marc Loving,Made FT,
12/27/25,Leicester,LondonLions,Q4,'03:23,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Shavar Reynolds,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Tarik Phillip,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'03:07,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,,,,,Donald Carey Jr,Turnover,
12/27/25,Leicester,LondonLions,Q4,'02:48,away,,,,,,,Post-Up,Flash Middle,Left Shoulder,No Dribble Move,,,,Jonathan Williams,Foul,
12/27/25,Leicester,LondonLions,Q4,'02:48,away,,,,,,,Non Possession,,,,,,,Jonathan Williams,Made FT,
12/27/25,Leicester,LondonLions,Q4,'02:48,away,,,,,,,Non Possession,,,,,,,Jonathan Williams,Made FT,
12/27/25,Leicester,LondonLions,Q4,'02:32,home,,,,,,,Off Screen,To Shooter's Right,Straight,No Dribble Jumper,Guarded,Long/3pt,,Raequan Battle,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'02:13,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Shavar Reynolds,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Deane Williams,Make 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'02:03,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,,,Donald Carey Jr,Turnover,
12/27/25,Leicester,LondonLions,Q4,'01:38,away,,,,,,,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Tarik Phillip,Miss 3 Pts,
12/27/25,Leicester,LondonLions,Q4,'01:31,home,,,,,,,Transition,Left Wing,To Basket,,,,,Marc Loving,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'01:17,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,,,Tarik Phillip,Turnover,
12/27/25,Leicester,LondonLions,Q4,'01:10,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Donald Carey Jr,Miss 2 Pts,
12/27/25,Leicester,LondonLions,Q4,'00:50.0,away,,,,,,,P&R Ball Handler,High P&R,Go Away from Pick,Defense Commits,,,,Shavar Reynolds,Turnover,
12/27/25,Leicester,LondonLions,Q4,'00:44.0,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Spencer Johnson,Foul,
12/27/25,Leicester,LondonLions,Q4,'00:44.0,home,,,,,,,Non Possession,,,,,,,Spencer Johnson,Made FT,
12/27/25,Leicester,LondonLions,Q4,'00:44.0,home,,,,,,,Non Possession,,,,,,,Spencer Johnson,Made FT,
12/27/25,Leicester,LondonLions,Q4,'00:42.0,away,,,,,,,No Play Type,,,,,,,Tarik Phillip,Foul,
12/27/25,Leicester,LondonLions,Q4,'00:42.0,away,,,,,,,Non Possession,,,,,,,Tarik Phillip,Made FT,
12/27/25,Leicester,LondonLions,Q4,'00:42.0,away,,,,,,,Non Possession,,,,,,,Tarik Phillip,Made FT,
12/27/25,Leicester,LondonLions,Q4,'00:36.0,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Donald Carey Jr,Foul,
12/27/25,Leicester,LondonLions,Q4,'00:36.0,home,,,,,,,Non Possession,,,,,,,Donald Carey Jr,Made FT,
12/27/25,Leicester,LondonLions,Q4,'00:36.0,home,,,,,,,Non Possession,,,,,,,Donald Carey Jr,Made FT,
12/27/25,Leicester,LondonLions,Q4,'00:30.0,away,,,,,,,No Play Type,,,,,,,Matthew Goodwin,Turnover,
12/27/25,Leicester,LondonLions,Q4,'00:24.0,home,,,,,,,Transition,First Middle,To Basket,,,,,Raequan Battle,Make 2 Pts,
12/19/25,Newcastle,Leicester,,,unknown,,,,,,,,,,,,,,,,
12/19/25,Newcastle,Leicester,,,unknown,,,,,,,,,,,,,,,,
12/19/25,Newcastle,Leicester,,,unknown,,,,,,,,,,,,,,,,
12/19/25,Newcastle,Leicester,,,unknown,,,,,,,,,,,,,,,,
12/19/25,Newcastle,Leicester,,,unknown,,,,,,,,,,,,,,,,
12/19/25,Newcastle,Leicester,,,unknown,,,,,,,,,,,,,,,,
12/19/25,Newcastle,Leicester,Q1,,unknown,,,,,,,,,,,,,,,,
12/19/25,Newcastle,Leicester,Q1,'09:45,home,,,,,,,Off Screen,To Shooter's Left,Straight,No Dribble Jumper,Open,Long/3pt,,Deion Hammond,Make 3 Pts,
12/19/25,Newcastle,Leicester,Q1,'09:24,away,P&R Ball Handler,Left P&R,Baseline,Dribble Off Pick,Defense Commits,Donald Carey Jr,P&R Roll Man,Pick and Pops,Drives Right,Dribble Jumper,Short to < 17',,,Nathaniel Martin,Miss 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'09:07,home,,,,,,,Cut,Basket,,,,,,Emmanuel Kanwei,Miss 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'08:54,away,,,,,,,ISO,Right,Drives Right,To Basket,,,,Raequan Battle,Miss 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'08:50,away,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Nathaniel Martin,Make 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'08:35,home,,,,,,,Off Screen,To Shooter's Left,Straight,Dribble Jumper,Medium/17' to <3p,,,Maceo Jack,Miss 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'08:25,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Spencer Johnson,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Marc Loving,Miss 3 Pts,
12/19/25,Newcastle,Leicester,Q1,'08:16,home,,,,,,,Transition,Trailer,To Basket,,,,,Raysean Taylor,Make 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'08:02,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Long/3pt,,,Donald Carey Jr,Miss 3 Pts,
12/19/25,Newcastle,Leicester,Q1,'08:02,home,,,,,,,Non Possession,,,,,,,Emmanuel Kanwei,Non Shooting Foul,
12/19/25,Newcastle,Leicester,Q1,'07:46,home,,,,,,,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Deion Hammond,Miss 3 Pts,
12/19/25,Newcastle,Leicester,Q1,'07:46,away,,,,,,,Transition,Left Wing,To Basket,,,,,Marc Loving,Miss 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'07:46,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Maceo Jack,Make 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'07:31,away,,,,,,,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,To Basket,,,Raequan Battle,Miss 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'07:31,away,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Marc Loving,Run Offense,
12/19/25,Newcastle,Leicester,Q1,'07:29,away,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Defense Commits,Raequan Battle,Spot-Up,Drives Right,Dribble Jumper,Medium/17' to <3p,,,,Spencer Johnson,Miss 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'07:25,home,,,,,,,Transition,Left Wing,No Dribble Jumper,Open,Long/3pt,,,Raysean Taylor,Miss 3 Pts,
12/19/25,Newcastle,Leicester,Q1,'07:16,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Donald Carey Jr,P&R Roll Man,Rolls to Basket,,,,,,Nathaniel Martin,Make 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'06:11,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Raysean Taylor,Foul,
12/19/25,Newcastle,Leicester,Q1,'06:11,home,,,,,,,Non Possession,,,,,,,Raysean Taylor,Made FT,
12/19/25,Newcastle,Leicester,Q1,'06:11,home,,,,,,,Non Possession,,,,,,,Raysean Taylor,Made FT,
12/19/25,Newcastle,Leicester,Q1,'05:56,away,,,,,,,Off Screen,To Shooter's Right,Straight,Dribble Jumper,Long/3pt,,,Raequan Battle,Make 3 Pts,
12/19/25,Newcastle,Leicester,Q1,'05:46,home,,,,,,,P&R Ball Handler,Right P&R,Side,Go Away from Pick,To Basket,,,Maceo Jack,Make 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'05:32,away,,,,,,,Post-Up,Left Block,Right Shoulder,Dribble Move,To Hook,,,Marc Loving,Make 2 Pts,
12/19/25,Newcastle,Leicester,Q1,'05:21,home,,,,,,,Spot-Up,Drives Right,Dribble Jumper,Long/3pt,,,,Raysean Taylor,Make 3 Pts,
12/19/25,Newcastle,Leicester,Q1,'05:08,away,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Defense Commits,Donald Carey Jr,P&R Roll Man,Rolls to Basket,,,,,,Aaron Menzies,Foul,
12/19/25,Newcastle,Leicester,Q1,'05:08,away,,,,,,,Non Possession,,,,,,,Aaron Menzies,Made FT,
12/19/25,Newcastle,Leicester,Q1,'05:08,away,,,,,,,Non Possession,,,,,,,Aaron Menzies,Made FT,
