Canonical,Team,Numbers,Variations
Tyler Patterson,Nässjö Basket,11,Tyler Patterson
Mass Jonsson Samateh,Nässjö Basket,12,Mass Jonsson Samateh
Richard Mendes,Nässjö Basket,15,Richard Mendes
Abdou Medjedoub,Nässjö Basket,17,Abdou Medjedoub
Anton Lindqvist,Nässjö Basket,20,Anton Lindqvist
Dartaye Ruffin,Nässjö Basket,21,Dartaye Ruffin
Elliot Broström,BC Luleå,2,Elliot Broström
Sergey Sepman,BC Luleå,3,Sergey Sepman
Joel Tewolde Berhane,BC Luleå,5,Joel Tewolde Berhane
Daniel Hansson,BC Luleå,0/6,Daniel Hansson
Gustav Hansson,BC Luleå,7,Gustav Hansson
Leo Steinsen,BC Luleå,11,Leo Steinsen
Harry Hassler,BC Luleå,13,Harry Hassler
Tobias Sjöberg,BC Luleå,15,Tobias Sjöberg
Felix Broström,BC Luleå,17,Felix Broström
Robert Carpenter,BC Luleå,21,Robert Carpenter
Caleb McGill,BC Luleå,24,Caleb McGill
Adam Tafra,Köping Stars,1,Adam Tafra
John Pålsson,Köping Stars,2,John Pålsson
Lawrence Townsend III,Köping Stars,4,Lawrence Townsend III
Sekou Sylla,Köping Stars,5,Sekou Sylla
Oliver Cupan,Köping Stars,6,Oliver Cupan
Romeo Myrthil,Köping Stars,7,Romeo Myrthil
Rickard Rietz,Köping Stars,11,Rickard Rietz
Tim Jonsson,Köping Stars,12,Tim Jonsson
Connor Joseph Kochera,Köping Stars,23,Connor Joseph Kochera
Jonatan Boberg,Jämtland Basket,2,Jonatan Boberg
Adam Johansson,Jämtland Basket,3,Adam Johansson
0,Jämtland Basket,4/5,0
Michael Marsh,Jämtland Basket,5,Michael Marsh
Valdemar Säwström,Jämtland Basket,6,Valdemar Säwström
Erik Persson,Jämtland Basket,9,Erik Persson
Yoel Weldegergis,Jämtland Basket,11,Yoel Weldegergis
André Jonsson Lorentsson,Jämtland Basket,13,André Jonsson Lorentsson
Denzel George,Jämtland Basket,22,Denzel George
Michael Christmas,Jämtland Basket,25,Michael Christmas
Samari Curtis,Jämtland Basket,41,Samari Curtis
Malte Eriksson,Umeå Basket,15,Malte Eriksson
Glenn Stuart Morison,Umeå Basket,62,Glenn Stuart Morison
Tim Schüberg,Norrköping Dolphins,0,Tim Schüberg
Vilhelm Jennlinger,Uppsala Basket,7,Vilhelm Jennlinger
Elias Desport,Södertälje BBK,0,Elias Desport
Zaccharie Mortant,Södertälje BBK,1,Zaccharie Mortant
Ibrahim Magassa,Södertälje BBK,3,Ibrahim Magassa
Noel Karlsson Rask,Södertälje BBK,5,Noel Karlsson Rask
Lukas Novakovic,Södertälje BBK,6,Lukas Novakovic
Benjamin Musoke,Södertälje BBK,7,Benjamin Musoke
Jake O´Neil,Södertälje BBK,10,Jake O´Neil
Ayanfeoluwa Amoran,Södertälje BBK,11,Ayanfeoluwa Amoran
Nicholas Spires,Södertälje BBK,12/30,Nicholas Spires
Noah Kartal,Södertälje BBK,22,Noah Kartal
Oliver Gehrke,Södertälje BBK,31,Oliver Gehrke
Player None,Södertälje BBK,None,Player None
Chiemeka Patrick Okeke - Nwaramma,Umeå Basket,77,Chiemeka Patrick Okeke - Nwaramma
Lazar Vladisavljevic,Högsbo Basket,2,Lazar Vladisavljevic
Keaston Willis,Jämtland Basket,0,Keaston Willis
ASA Nathaniel Williams,Köping Stars,3,ASA Nathaniel Williams
Boje Finger,Köping Stars,13,Boje Finger
Lazar Tadic Aleksic,Högsbo Basket,14,Lazar Tadic Aleksic
Nathan Amoran,Södertälje BBK,11,Nathan Amoran
Mattias Herlitz,Södertälje BBK,12,Mattias Herlitz
Albert Forsberg,Södertälje BBK,8,Albert Forsberg
Abdulaziz Al-Nuaimi,Köping Stars,10,Abdulaziz Al-Nuaimi
Dragos Andrei Diculescu,Köping Stars,31,Dragos Andrei Diculescu
Hugo Waldeck,Jämtland Basket,12,Hugo Waldeck
Nathaniel Nzonyansi,Sloga Uppsala,5,Nathaniel Nzonyansi
Albin Ringheim,Borås Basket,52,Albin Ringheim
Mahrcus Forlini,Norrköping Dolphins,9,Mahrcus Forlini
Herman Kihlman,Högsbo Basket,14,Herman Kihlman
Antonio Daye,BC Luleå,67,Antonio Daye
Benjamin Middlebrooks,Norrköping Dolphins,34,Benjamin Middlebrooks; Ben Middlebrooks
Zachary Harvey,Norrköping Dolphins,88,Zachary Harvey; Zach Harvey
Fredrik Andersson Klämberg,Borås Basket,8,Fredrik Andersson Klämberg
Abdalnour Mohamad,Köping Stars,24,Abdalnour Mohamad
Leo Hassler,Sloga Uppsala,14,Leo Hassler
Nils Botold,Jämtland Basket,23,Nils Botold
Max Wirestig,Nässjö Basket,7,Max Wirestig
Brayden Parker,Jämtland Basket,7,Brayden Parker
Ludvig Johansson,Borås Basket,4,Ludvig Johansson
Milos Bajic,Sloga Uppsala,4,Milos Bajic
Romello White,Köping Stars,0,Romello White
Josef Fahrenholtz,Nässjö Basket,24,Josef Fahrenholtz
Melvin Skogelid,Umeå Basket,5,Melvin Skogelid
Marreon Jamar Jackson,Köping Stars,3,Marreon Jamar Jackson
Stefan Jaksic,Sloga Uppsala,44,Stefan Jaksic
Lamonte Turner,BC Luleå,1,Lamonte Turner
Joshua Gray,Sloga Uppsala,33,Joshua Gray
Carren Deroyce Wilson JR,Södertälje BBK,2,Carren Deroyce Wilson JR
Mason Daniel Madsen,Södertälje BBK,10,Mason Daniel Madsen
Lucas Veller,Södertälje BBK,16,Lucas Veller
LaDarien Griffin,Norrköping Dolphins,22,LaDarien Griffin
Chiemeka Patrick Okeke - Nwakamma,Umeå Basket,77,Chiemeka Patrick Okeke - Nwakamma
Kenan Barlov,Sloga Uppsala,8,Kenan Barlov
Johan Crafoord,Sloga Uppsala,33,Johan Crafoord
Alexander Garcia,Södertälje BBK,4,Alexander Garcia
Elliot Enbom,BC Luleå,8,Elliot Enbom
