Team Name,Play Type,Player,POSS,%TIME,%TIME RANK,PTS,PPP,PPP RANK,PPP RATING,FG ATT,FG MADE,FG MISS,FG%,EFG%,SSQ,PPS,SSM,TS%,TSA,TO%,%FT,FTA/FGA,%SF,SCORE%,2 FG ATT,2 FG MADE,2 FG MISS,2 FG%,3FG ATT,3 FG MADE,3 FG MISS,3 FG%,3PA/FGA
Sheffield Sharks,P&R Ball Handler,#11Rodney Glasgow,26,18.4%,78%,27,1.038,20%,Below Average,20,10,10,50.0%,62.5%,0.90,1.25,+0.35,60.8%,22,15.4%,11.5%,0.25,7.7%,42.3%,10,5,5,50.0%,10,5,5,50.0%,0.50
Sheffield Sharks,P&R Ball Handler,#1Dirk Williams,21,14.9%,11%,15,0.714,69%,Very Good,18,7,11,38.9%,38.9%,0.89,0.78,-0.11,40.7%,18,14.3%,4.8%,0.06,4.8%,33.3%,14,7,7,50.0%,4,0,4,0.0%,0.22
Sheffield Sharks,P&R Ball Handler,#24Nick Kern,21,14.9%,39%,11,0.524,89%,Excellent,12,2,10,16.7%,20.8%,0.94,0.42,-0.52,37.6%,15,28.6%,14.3%,0.50,9.5%,23.8%,5,1,4,20.0%,7,1,6,14.3%,0.58
Sheffield Sharks,P&R Ball Handler,#2Prentiss Nixon,19,13.5%,52%,12,0.632,81%,Very Good,13,5,8,38.5%,38.5%,0.87,0.77,-0.10,38.4%,16,21.1%,21.1%,0.46,15.8%,31.6%,9,5,4,55.6%,4,0,4,0.0%,0.31
Sheffield Sharks,P&R Ball Handler,#9Jordan Ratinho,13,9.2%,7%,6,0.462,94%,Excellent,9,2,7,22.2%,22.2%,0.84,0.44,-0.40,29.1%,10,23.1%,15.4%,0.33,15.4%,23.1%,5,2,3,40.0%,4,0,4,0.0%,0.44
Sheffield Sharks,P&R Ball Handler,#4William Lee,11,7.8%,0%,11,1.000,28%,Below Average,10,4,6,40.0%,55.0%,0.92,1.10,+0.18,55.0%,10,9.1%,0.0%,0.00,0.0%,36.4%,3,1,2,33.3%,7,3,4,42.9%,0.70
Sheffield Sharks,P&R Ball Handler,#23Jalen Deloach,1,0.7%,-,3,3.000,-,-,1,1,0,100.0%,150.0%,2.19,3.00,+0.81,150.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,0,0,0,-,1,1,0,100.0%,1.00
Sheffield Sharks,Post-Up,#4William Lee,15,21.4%,53%,11,0.733,65%,Good,12,4,8,33.3%,33.3%,0.90,0.67,-0.23,38.7%,14,6.7%,20.0%,0.42,20.0%,40.0%,12,4,8,33.3%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,#23Jalen Deloach,11,15.7%,59%,10,0.909,29%,Below Average,9,3,6,33.3%,33.3%,0.79,0.67,-0.12,46.5%,11,0.0%,18.2%,0.44,18.2%,45.5%,9,3,6,33.3%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,#9Jordan Ratinho,10,14.3%,18%,6,0.600,82%,Very Good,8,2,6,25.0%,25.0%,0.93,0.50,-0.43,32.2%,9,10.0%,20.0%,0.38,20.0%,30.0%,8,2,6,25.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,#15Mike Ochereobia,9,12.9%,-,6,0.667,-,-,5,2,3,40.0%,40.0%,0.80,0.80,0.00,47.5%,6,33.3%,22.2%,0.60,22.2%,33.3%,5,2,3,40.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,#1Dirk Williams,8,11.4%,-,0,0.000,-,-,5,0,5,0.0%,0.0%,0.82,0.00,-0.82,0.0%,6,25.0%,12.5%,0.40,12.5%,0.0%,5,0,5,0.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,#2Prentiss Nixon,7,10.0%,-,6,0.857,-,-,5,3,2,60.0%,60.0%,1.00,1.20,+0.20,60.0%,5,28.6%,0.0%,0.00,0.0%,42.9%,5,3,2,60.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,#24Nick Kern,6,8.6%,-,5,0.833,-,-,4,1,3,25.0%,25.0%,0.99,0.50,-0.49,43.4%,6,0.0%,33.3%,1.00,33.3%,50.0%,4,1,3,25.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,#3Rodney Chatman,2,2.9%,-,3,1.500,-,-,1,1,0,100.0%,100.0%,0.83,2.00,+1.17,104.2%,1,50.0%,50.0%,1.00,50.0%,50.0%,1,1,0,100.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,#11Rodney Glasgow,2,2.9%,-,4,2.000,-,-,2,2,0,100.0%,100.0%,0.74,2.00,+1.26,100.0%,2,0.0%,0.0%,0.00,0.0%,100.0%,2,2,0,100.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up,Miscellaneous Plays,67,6.4%,56%,44,0.657,0%,Poor,19,10,9,52.6%,57.9%,1.04,1.16,+0.12,68.3%,32,50.7%,23.9%,1.58,4.5%,34.3%,13,8,5,61.5%,6,2,4,33.3%,0.32
Sheffield Sharks,Post-Up,Offensive Rebounds (Put Backs),65,6.2%,78%,73,1.123,44%,Average,49,27,22,55.1%,55.1%,1.15,1.10,-0.05,60.4%,60,4.6%,20.0%,0.53,18.5%,58.5%,49,27,22,55.1%,0,0,0,-,0.00
Sheffield Sharks,P&R Roll Man,#23Jalen Deloach,7,11.5%,-,6,0.857,-,-,7,2,5,28.6%,42.9%,0.98,0.86,-0.12,42.9%,7,0.0%,0.0%,0.00,0.0%,28.6%,3,0,3,0.0%,4,2,2,50.0%,0.57
Sheffield Sharks,P&R Roll Man,#15Mike Ochereobia,5,8.2%,-,7,1.400,-,-,5,3,2,60.0%,70.0%,0.90,1.40,+0.50,70.0%,5,0.0%,0.0%,0.00,0.0%,60.0%,3,2,1,66.7%,2,1,1,50.0%,0.40
Sheffield Sharks,P&R Roll Man,#1Dirk Williams,4,6.6%,-,6,1.500,-,-,4,2,2,50.0%,75.0%,0.88,1.50,+0.62,75.0%,4,0.0%,0.0%,0.00,0.0%,50.0%,1,0,1,0.0%,3,2,1,66.7%,0.75
Sheffield Sharks,P&R Roll Man,#4William Lee,4,6.6%,-,2,0.500,-,-,3,1,2,33.3%,33.3%,0.84,0.67,-0.17,33.3%,3,25.0%,0.0%,0.00,0.0%,25.0%,2,1,1,50.0%,1,0,1,0.0%,0.33
Sheffield Sharks,P&R Roll Man,#3Rodney Chatman,2,3.3%,-,2,1.000,-,-,1,0,1,0.0%,0.0%,1.17,0.00,-1.17,53.2%,2,0.0%,50.0%,2.00,50.0%,50.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,P&R Roll Man,#9Jordan Ratinho,2,3.3%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,1.01,1.50,+0.49,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,0,0,0,-,2,1,1,50.0%,1.00
Sheffield Sharks,P&R Roll Man,#11Rodney Glasgow,2,3.3%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,1.07,1.50,+0.43,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,1,0,1,0.0%,1,1,0,100.0%,0.50
Sheffield Sharks,P&R Roll Man,#24Nick Kern,1,1.6%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.61,0.00,-1.61,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,P&R Roll Man,#5Mervin James,1,1.6%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.78,0.00,-1.78,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,P&R Roll Man,Cut,61,5.8%,44%,70,1.148,33%,Average,53,31,22,58.5%,58.5%,1.22,1.17,-0.05,57.9%,60,1.6%,16.4%,0.32,16.4%,59.0%,53,31,22,58.5%,0,0,0,-,0.00
Sheffield Sharks,Isolation,#1Dirk Williams,7,14.9%,-,3,0.429,-,-,5,1,4,20.0%,30.0%,0.79,0.60,-0.19,30.0%,5,28.6%,0.0%,0.00,0.0%,14.3%,3,0,3,0.0%,2,1,1,50.0%,0.40
Sheffield Sharks,Isolation,#4William Lee,7,14.9%,-,2,0.286,-,-,7,1,6,14.3%,14.3%,0.86,0.29,-0.57,14.3%,7,0.0%,0.0%,0.00,0.0%,14.3%,5,1,4,20.0%,2,0,2,0.0%,0.29
Sheffield Sharks,Isolation,#23Jalen Deloach,7,14.9%,-,3,0.429,-,-,7,1,6,14.3%,21.4%,0.82,0.43,-0.39,21.4%,7,0.0%,0.0%,0.00,0.0%,14.3%,3,0,3,0.0%,4,1,3,25.0%,0.57
Sheffield Sharks,Isolation,#15Mike Ochereobia,7,14.9%,-,9,1.286,-,-,3,1,2,33.3%,33.3%,0.81,0.67,-0.14,69.0%,7,0.0%,57.1%,2.67,42.9%,71.4%,3,1,2,33.3%,0,0,0,-,0.00
Sheffield Sharks,Isolation,#11Rodney Glasgow,6,12.8%,-,6,1.000,-,-,4,2,2,50.0%,50.0%,0.85,1.00,+0.15,61.5%,5,16.7%,16.7%,0.50,16.7%,50.0%,3,2,1,66.7%,1,0,1,0.0%,0.25
Sheffield Sharks,Isolation,#9Jordan Ratinho,5,10.6%,-,10,2.000,-,-,3,2,1,66.7%,100.0%,0.81,2.00,+1.19,105.0%,5,0.0%,40.0%,1.33,40.0%,80.0%,0,0,0,-,3,2,1,66.7%,1.00
Sheffield Sharks,Isolation,#3Rodney Chatman,4,8.5%,-,2,0.500,-,-,2,0,2,0.0%,0.0%,0.91,0.00,-0.91,34.7%,3,25.0%,25.0%,1.00,25.0%,25.0%,1,0,1,0.0%,1,0,1,0.0%,0.50
Sheffield Sharks,Isolation,#24Nick Kern,2,4.3%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,1.03,1.50,+0.47,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,0,0,0,-,2,1,1,50.0%,1.00
Sheffield Sharks,Isolation,#2Prentiss Nixon,2,4.3%,-,1,0.500,-,-,1,0,1,0.0%,0.0%,0.72,0.00,-0.72,26.6%,2,0.0%,50.0%,2.00,50.0%,50.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,Off Screen,#1Dirk Williams,12,29.3%,40%,7,0.583,80%,Very Good,11,3,8,27.3%,27.3%,0.97,0.55,-0.42,29.5%,12,0.0%,8.3%,0.18,8.3%,33.3%,6,3,3,50.0%,5,0,5,0.0%,0.45
Sheffield Sharks,Off Screen,#9Jordan Ratinho,9,22.0%,-,4,0.444,-,-,6,0,6,0.0%,0.0%,0.96,0.00,-0.96,25.8%,8,11.1%,22.2%,0.67,22.2%,22.2%,1,0,1,0.0%,5,0,5,0.0%,0.83
Sheffield Sharks,Off Screen,#3Rodney Chatman,5,12.2%,-,6,1.200,-,-,5,2,3,40.0%,60.0%,1.03,1.20,+0.17,60.0%,5,0.0%,0.0%,0.00,0.0%,40.0%,1,0,1,0.0%,4,2,2,50.0%,0.80
Sheffield Sharks,Off Screen,#24Nick Kern,5,12.2%,-,3,0.600,-,-,3,1,2,33.3%,33.3%,0.95,0.67,-0.28,38.7%,4,20.0%,20.0%,0.67,20.0%,40.0%,1,1,0,100.0%,2,0,2,0.0%,0.67
Sheffield Sharks,Off Screen,#4William Lee,4,9.8%,-,3,0.750,-,-,4,1,3,25.0%,37.5%,1.10,0.75,-0.35,37.5%,4,0.0%,0.0%,0.00,0.0%,25.0%,0,0,0,-,4,1,3,25.0%,1.00
Sheffield Sharks,Off Screen,#2Prentiss Nixon,3,7.3%,-,6,2.000,-,-,3,2,1,66.7%,100.0%,1.09,2.00,+0.91,100.0%,3,0.0%,0.0%,0.00,0.0%,66.7%,0,0,0,-,3,2,1,66.7%,1.00
Sheffield Sharks,Off Screen,#11Rodney Glasgow,2,4.9%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.63,0.00,-0.63,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,1,0,1,0.0%,0.50
Sheffield Sharks,Off Screen,#15Mike Ochereobia,1,2.4%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.02,0.00,-1.02,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,Handoffs,#1Dirk Williams,8,25.0%,-,8,1.000,-,-,7,3,4,42.9%,57.1%,0.93,1.14,+0.21,57.1%,7,12.5%,0.0%,0.00,0.0%,37.5%,2,1,1,50.0%,5,2,3,40.0%,0.71
Sheffield Sharks,Handoffs,#9Jordan Ratinho,7,21.9%,-,2,0.286,-,-,6,1,5,16.7%,16.7%,0.85,0.33,-0.52,16.7%,6,14.3%,0.0%,0.00,0.0%,14.3%,4,1,3,25.0%,2,0,2,0.0%,0.33
Sheffield Sharks,Handoffs,#2Prentiss Nixon,5,15.6%,-,5,1.000,-,-,4,1,3,25.0%,37.5%,0.90,0.75,-0.15,51.2%,5,0.0%,20.0%,0.50,20.0%,40.0%,0,0,0,-,4,1,3,25.0%,1.00
Sheffield Sharks,Handoffs,#4William Lee,4,12.5%,-,11,2.750,-,-,4,4,0,100.0%,137.5%,0.88,2.75,+1.87,137.5%,4,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,3,3,0,100.0%,0.75
Sheffield Sharks,Handoffs,#3Rodney Chatman,3,9.4%,-,3,1.000,-,-,2,1,1,50.0%,75.0%,0.98,1.50,+0.52,75.0%,2,33.3%,0.0%,0.00,0.0%,33.3%,0,0,0,-,2,1,1,50.0%,1.00
Sheffield Sharks,Handoffs,#24Nick Kern,3,9.4%,-,3,1.000,-,-,2,1,1,50.0%,50.0%,1.03,1.00,-0.03,61.5%,2,33.3%,33.3%,0.50,33.3%,33.3%,2,1,1,50.0%,0,0,0,-,0.00
Sheffield Sharks,Handoffs,#11Rodney Glasgow,1,3.1%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.71,0.00,-0.71,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,Handoffs,#15Mike Ochereobia,1,3.1%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.74,0.00,-0.74,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,P&R Including Passes,#1Dirk Williams,43,13.1%,20%,31,0.721,82%,Very Good,39,12,27,30.8%,35.9%,0.92,0.72,-0.20,38.4%,40,7.0%,4.7%,0.08,4.7%,30.2%,22,8,14,36.4%,17,4,13,23.5%,0.44
Sheffield Sharks,P&R Including Passes,#3Rodney Chatman,51,15.5%,68%,23,0.451,97%,Excellent,39,8,31,20.5%,23.1%,0.96,0.46,-0.50,27.9%,41,19.6%,5.9%,0.13,5.9%,19.6%,18,6,12,33.3%,21,2,19,9.5%,0.54
Sheffield Sharks,P&R Including Passes,#4William Lee,28,8.5%,8%,29,1.036,35%,Average,25,11,14,44.0%,58.0%,0.94,1.16,+0.22,58.0%,25,10.7%,0.0%,0.00,0.0%,39.3%,10,4,6,40.0%,15,7,8,46.7%,0.60
Sheffield Sharks,P&R Including Passes,#9Jordan Ratinho,31,9.5%,23%,34,1.097,18%,Below Average,27,13,14,48.1%,59.3%,0.89,1.19,+0.30,60.0%,28,9.7%,6.5%,0.11,6.5%,45.2%,13,7,6,53.8%,14,6,8,42.9%,0.52
Sheffield Sharks,P&R Including Passes,#24Nick Kern,39,11.9%,70%,28,0.718,84%,Excellent,27,8,19,29.6%,37.0%,1.01,0.74,-0.27,45.9%,31,20.5%,10.3%,0.30,5.1%,30.8%,10,4,6,40.0%,17,4,13,23.5%,0.63
Sheffield Sharks,P&R Including Passes,#11Rodney Glasgow,38,11.6%,89%,37,0.974,44%,Average,32,14,18,43.8%,54.7%,0.93,1.09,+0.16,54.1%,34,10.5%,7.9%,0.16,5.3%,39.5%,14,7,7,50.0%,18,7,11,38.9%,0.56
Sheffield Sharks,P&R Including Passes,#23Jalen Deloach,15,4.6%,0%,14,0.933,56%,Good,13,4,9,30.8%,46.2%,1.08,0.92,-0.16,50.4%,14,6.7%,6.7%,0.15,6.7%,33.3%,4,0,4,0.0%,9,4,5,44.4%,0.69
Sheffield Sharks,P&R Including Passes,#2Prentiss Nixon,28,8.5%,51%,15,0.536,96%,Excellent,22,6,16,27.3%,29.5%,0.91,0.59,-0.32,30.4%,25,14.3%,14.3%,0.27,10.7%,25.0%,11,5,6,45.5%,11,1,10,9.1%,0.50
Sheffield Sharks,P&R Including Passes,#15Mike Ochereobia,8,2.4%,-,9,1.125,-,-,8,4,4,50.0%,56.3%,0.90,1.13,+0.23,56.3%,8,0.0%,0.0%,0.00,0.0%,50.0%,4,3,1,75.0%,4,1,3,25.0%,0.50
Sheffield Sharks,P&R Including Passes,#5Mervin James,1,0.3%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.78,0.00,-1.78,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,P&R BH - Defense Commits,#1Dirk Williams,24,11.3%,11%,16,0.667,77%,Very Good,21,5,16,23.8%,33.3%,0.94,0.67,-0.27,36.6%,22,8.3%,4.2%,0.10,4.2%,25.0%,8,1,7,12.5%,13,4,9,30.8%,0.62
Sheffield Sharks,P&R BH - Defense Commits,#3Rodney Chatman,29,13.6%,79%,10,0.345,97%,Excellent,19,3,16,15.8%,18.4%,1.01,0.37,-0.64,24.6%,20,31.0%,6.9%,0.16,6.9%,13.8%,5,2,3,40.0%,14,1,13,7.1%,0.74
Sheffield Sharks,P&R BH - Defense Commits,#4William Lee,18,8.5%,15%,18,1.000,32%,Average,15,7,8,46.7%,60.0%,0.94,1.20,+0.26,60.0%,15,16.7%,0.0%,0.00,0.0%,38.9%,7,3,4,42.9%,8,4,4,50.0%,0.53
Sheffield Sharks,P&R BH - Defense Commits,#9Jordan Ratinho,21,9.9%,50%,28,1.333,5%,Poor,18,11,7,61.1%,77.8%,0.91,1.56,+0.65,77.8%,18,14.3%,0.0%,0.00,0.0%,52.4%,8,5,3,62.5%,10,6,4,60.0%,0.56
Sheffield Sharks,P&R BH - Defense Commits,#24Nick Kern,22,10.3%,77%,17,0.773,61%,Good,15,6,9,40.0%,50.0%,1.06,1.00,-0.06,53.5%,16,27.3%,4.5%,0.13,0.0%,31.8%,5,3,2,60.0%,10,3,7,30.0%,0.67
Sheffield Sharks,P&R BH - Defense Commits,#11Rodney Glasgow,17,8.0%,65%,12,0.706,67%,Very Good,12,4,8,33.3%,41.7%,0.98,0.83,-0.15,46.6%,13,23.5%,5.9%,0.17,0.0%,29.4%,4,2,2,50.0%,8,2,6,25.0%,0.67
Sheffield Sharks,P&R BH - Defense Commits,#23Jalen Deloach,14,6.6%,36%,11,0.786,58%,Good,12,3,9,25.0%,37.5%,0.99,0.75,-0.24,42.7%,13,7.1%,7.1%,0.17,7.1%,28.6%,4,0,4,0.0%,8,3,5,37.5%,0.67
Sheffield Sharks,P&R BH - Defense Commits,#2Prentiss Nixon,13,6.1%,24%,3,0.231,98%,Excellent,9,1,8,11.1%,16.7%,0.98,0.33,-0.65,16.7%,9,30.8%,0.0%,0.00,0.0%,7.7%,2,0,2,0.0%,7,1,6,14.3%,0.78
Sheffield Sharks,P&R BH - Defense Commits,#15Mike Ochereobia,8,3.8%,-,9,1.125,-,-,8,4,4,50.0%,56.3%,0.90,1.13,+0.23,56.3%,8,0.0%,0.0%,0.00,0.0%,50.0%,4,3,1,75.0%,4,1,3,25.0%,0.50
Sheffield Sharks,P&R BH - Defense Commits,#5Mervin James,1,0.5%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.78,0.00,-1.78,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,P&R BH - Defense Commits,P&R BH - Traps,1,0.1%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.23,0.00,-1.23,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,ISO Including Passes,#1Dirk Williams,12,16.2%,13%,6,0.500,63%,Good,10,2,8,20.0%,30.0%,0.87,0.60,-0.27,30.0%,10,16.7%,0.0%,0.00,0.0%,16.7%,3,0,3,0.0%,7,2,5,28.6%,0.70
Sheffield Sharks,ISO Including Passes,#3Rodney Chatman,6,8.1%,-,5,0.833,-,-,4,1,3,25.0%,37.5%,0.92,0.75,-0.17,51.2%,5,16.7%,16.7%,0.50,16.7%,33.3%,1,0,1,0.0%,3,1,2,33.3%,0.75
Sheffield Sharks,ISO Including Passes,#4William Lee,9,12.2%,-,2,0.222,-,-,9,1,8,11.1%,11.1%,0.91,0.22,-0.69,11.1%,9,0.0%,0.0%,0.00,0.0%,11.1%,5,1,4,20.0%,4,0,4,0.0%,0.44
Sheffield Sharks,ISO Including Passes,#9Jordan Ratinho,6,8.1%,-,10,1.667,-,-,4,2,2,50.0%,75.0%,0.81,1.50,+0.69,86.8%,6,0.0%,33.3%,1.00,33.3%,66.7%,0,0,0,-,4,2,2,50.0%,1.00
Sheffield Sharks,ISO Including Passes,#24Nick Kern,3,4.1%,-,5,1.667,-,-,3,2,1,66.7%,83.3%,0.97,1.67,+0.70,83.3%,3,0.0%,0.0%,0.00,0.0%,66.7%,1,1,0,100.0%,2,1,1,50.0%,0.67
Sheffield Sharks,ISO Including Passes,#11Rodney Glasgow,9,12.2%,-,11,1.222,-,-,7,4,3,57.1%,64.3%,0.88,1.29,+0.41,69.8%,8,11.1%,11.1%,0.29,11.1%,55.6%,4,3,1,75.0%,3,1,2,33.3%,0.43
Sheffield Sharks,ISO Including Passes,#23Jalen Deloach,10,13.5%,56%,6,0.600,56%,Good,10,2,8,20.0%,30.0%,0.92,0.60,-0.32,30.0%,10,0.0%,0.0%,0.00,0.0%,20.0%,3,0,3,0.0%,7,2,5,28.6%,0.70
Sheffield Sharks,ISO Including Passes,#2Prentiss Nixon,3,4.1%,-,1,0.333,-,-,2,0,2,0.0%,0.0%,0.96,0.00,-0.96,17.4%,3,0.0%,33.3%,1.00,33.3%,33.3%,0,0,0,-,2,0,2,0.0%,1.00
Sheffield Sharks,ISO Including Passes,#15Mike Ochereobia,10,13.5%,81%,17,1.700,6%,Poor,6,4,2,66.7%,83.3%,0.89,1.67,+0.78,89.3%,10,0.0%,40.0%,1.33,30.0%,80.0%,4,2,2,50.0%,2,2,0,100.0%,0.33
Sheffield Sharks,ISO - Defense Commits,#1Dirk Williams,6,20.7%,-,3,0.500,-,-,5,1,4,20.0%,30.0%,0.95,0.60,-0.35,30.0%,5,16.7%,0.0%,0.00,0.0%,16.7%,0,0,0,-,5,1,4,20.0%,1.00
Sheffield Sharks,ISO - Defense Commits,#3Rodney Chatman,3,10.3%,-,3,1.000,-,-,2,1,1,50.0%,75.0%,0.93,1.50,+0.57,75.0%,2,33.3%,0.0%,0.00,0.0%,33.3%,0,0,0,-,2,1,1,50.0%,1.00
Sheffield Sharks,ISO - Defense Commits,#4William Lee,2,6.9%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,1.07,0.00,-1.07,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,2,0,2,0.0%,1.00
Sheffield Sharks,ISO - Defense Commits,#9Jordan Ratinho,1,3.4%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.81,0.00,-0.81,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,ISO - Defense Commits,#24Nick Kern,1,3.4%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,0.83,2.00,+1.17,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Sheffield Sharks,ISO - Defense Commits,#11Rodney Glasgow,3,10.3%,-,5,1.667,-,-,3,2,1,66.7%,83.3%,0.92,1.67,+0.75,83.3%,3,0.0%,0.0%,0.00,0.0%,66.7%,1,1,0,100.0%,2,1,1,50.0%,0.67
