Team Name,Play Type,Player,POSS,%TIME,%TIME RANK,PTS,PPP,PPP RANK,PPP RATING,FG ATT,FG MADE,FG MISS,FG%,EFG%,SSQ,PPS,SSM,TS%,TSA,TO%,%FT,FTA/FGA,%SF,SCORE%,2 FG ATT,2 FG MADE,2 FG MISS,2 FG%,3FG ATT,3 FG MADE,3 FG MISS,3 FG%,3PA/FGA
Manchester Basketball,P&R Including Passes,#2Max Jones,66,17.5%,95%,46,0.697,88%,Excellent,47,18,29,38.3%,43.6%,0.91,0.87,-0.04,44.4%,52,22.7%,9.1%,0.23,7.6%,31.8%,31,13,18,41.9%,16,5,11,31.3%,0.34
Manchester Basketball,P&R Including Passes,#9Kaiyem Cleary,46,12.2%,79%,43,0.935,54%,Good,34,15,19,44.1%,51.5%,0.92,1.03,+0.11,55.4%,39,15.2%,13.0%,0.32,8.7%,43.5%,21,10,11,47.6%,13,5,8,38.5%,0.38
Manchester Basketball,P&R Including Passes,#11Jordan Johnson,40,10.6%,80%,39,0.975,41%,Average,33,14,19,42.4%,51.5%,0.91,1.03,+0.12,55.4%,35,12.5%,7.5%,0.15,7.5%,40.0%,21,8,13,38.1%,12,6,6,50.0%,0.36
Manchester Basketball,P&R Including Passes,#22Tim Adetukasi,20,5.3%,39%,17,0.850,66%,Very Good,17,5,12,29.4%,38.2%,0.87,0.76,-0.11,43.3%,20,0.0%,15.0%,0.35,10.0%,40.0%,8,2,6,25.0%,9,3,6,33.3%,0.53
Manchester Basketball,P&R Including Passes,#7Zak Irvin,25,6.6%,78%,34,1.360,1%,Poor,22,12,10,54.5%,68.2%,0.94,1.36,+0.42,71.5%,24,4.0%,8.0%,0.18,4.0%,56.0%,9,6,3,66.7%,13,6,7,46.2%,0.59
Manchester Basketball,P&R Including Passes,#34Matt Nicholson,11,2.9%,3%,11,1.000,39%,Average,11,4,7,36.4%,50.0%,1.03,1.00,-0.03,50.0%,11,0.0%,0.0%,0.00,0.0%,36.4%,4,1,3,25.0%,7,3,4,42.9%,0.64
Manchester Basketball,P&R Including Passes,#13Kayne Henry,12,3.2%,11%,14,1.167,10%,Poor,9,5,4,55.6%,66.7%,0.98,1.33,+0.35,70.9%,10,16.7%,8.3%,0.22,8.3%,50.0%,4,3,1,75.0%,5,2,3,40.0%,0.56
Manchester Basketball,P&R Including Passes,#1Kyle Carey,22,5.8%,98%,17,0.773,74%,Very Good,15,6,9,40.0%,43.3%,0.87,0.87,0.00,49.4%,17,22.7%,13.6%,0.33,13.6%,36.4%,8,5,3,62.5%,7,1,6,14.3%,0.47
Manchester Basketball,P&R Including Passes,#3Gabe Osabuohien,9,2.4%,-,8,0.889,-,-,7,3,4,42.9%,57.1%,1.06,1.14,+0.08,57.1%,7,22.2%,0.0%,0.00,0.0%,33.3%,3,1,2,33.3%,4,2,2,50.0%,0.57
Manchester Basketball,P&R Including Passes,#5Cody John,8,2.1%,-,15,1.875,-,-,7,5,2,71.4%,85.7%,1.00,1.71,+0.71,90.1%,8,0.0%,25.0%,0.43,25.0%,75.0%,4,3,1,75.0%,3,2,1,66.7%,0.43
Manchester Basketball,P&R Including Passes,#33Judson Martindale,2,0.5%,-,3,1.500,-,-,2,1,1,50.0%,50.0%,0.70,1.00,+0.30,61.5%,2,0.0%,50.0%,0.50,50.0%,50.0%,2,1,1,50.0%,0,0,0,-,0.00
Manchester Basketball,P&R BH - Defense Commits,#0Patrick Smith,21,10.3%,10%,8,0.381,94%,Excellent,11,3,8,27.3%,36.4%,0.98,0.73,-0.25,36.4%,11,47.6%,0.0%,0.00,0.0%,14.3%,4,1,3,25.0%,7,2,5,28.6%,0.64
Manchester Basketball,P&R BH - Defense Commits,#2Max Jones,21,10.3%,10%,9,0.429,90%,Excellent,7,3,4,42.9%,57.1%,0.79,1.14,+0.35,54.1%,8,61.9%,9.5%,0.43,4.8%,19.0%,4,1,3,25.0%,3,2,1,66.7%,0.43
Manchester Basketball,P&R BH - Defense Commits,#9Kaiyem Cleary,20,9.9%,45%,25,1.250,9%,Poor,12,8,4,66.7%,87.5%,1.05,1.75,+0.70,88.0%,14,30.0%,15.0%,0.42,10.0%,50.0%,3,3,0,100.0%,9,5,4,55.6%,0.75
Manchester Basketball,P&R BH - Defense Commits,#11Jordan Johnson,17,8.4%,43%,6,0.353,96%,Excellent,12,2,10,16.7%,25.0%,0.99,0.50,-0.49,25.0%,12,29.4%,0.0%,0.00,0.0%,11.8%,5,0,5,0.0%,7,2,5,28.6%,0.58
Manchester Basketball,P&R BH - Defense Commits,#22Tim Adetukasi,12,5.9%,63%,12,1.000,31%,Average,10,3,7,30.0%,45.0%,0.88,0.90,+0.02,51.0%,12,0.0%,16.7%,0.40,8.3%,41.7%,4,0,4,0.0%,6,3,3,50.0%,0.60
Manchester Basketball,P&R BH - Defense Commits,#7Zak Irvin,24,11.8%,99%,32,1.333,4%,Poor,21,11,10,52.4%,66.7%,0.95,1.33,+0.38,70.3%,23,4.2%,8.3%,0.19,4.2%,54.2%,8,5,3,62.5%,13,6,7,46.2%,0.62
Manchester Basketball,P&R BH - Defense Commits,#34Matt Nicholson,10,4.9%,66%,11,1.100,12%,Poor,10,4,6,40.0%,55.0%,1.05,1.10,+0.05,55.0%,10,0.0%,0.0%,0.00,0.0%,40.0%,4,1,3,25.0%,6,3,3,50.0%,0.60
Manchester Basketball,P&R BH - Defense Commits,#13Kayne Henry,8,3.9%,-,8,1.000,-,-,6,3,3,50.0%,66.7%,1.06,1.33,+0.27,66.7%,6,25.0%,0.0%,0.00,0.0%,37.5%,1,1,0,100.0%,5,2,3,40.0%,0.83
Manchester Basketball,P&R BH - Defense Commits,#1Kyle Carey,6,3.0%,-,3,0.500,-,-,2,1,1,50.0%,75.0%,1.11,1.50,+0.39,75.0%,2,66.7%,0.0%,0.00,0.0%,16.7%,0,0,0,-,2,1,1,50.0%,1.00
Manchester Basketball,P&R BH - Defense Commits,#3Gabe Osabuohien,9,4.4%,-,8,0.889,-,-,7,3,4,42.9%,57.1%,1.06,1.14,+0.08,57.1%,7,22.2%,0.0%,0.00,0.0%,33.3%,3,1,2,33.3%,4,2,2,50.0%,0.57
Manchester Basketball,P&R BH - Defense Commits,#5Cody John,2,1.0%,-,6,3.000,-,-,2,2,0,100.0%,150.0%,1.11,3.00,+1.89,150.0%,2,0.0%,0.0%,0.00,0.0%,100.0%,0,0,0,-,2,2,0,100.0%,1.00
Manchester Basketball,P&R BH - Traps,#0Patrick Smith,1,33.3%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.00,0.00,-1.00,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,P&R BH - Traps,#11Jordan Johnson,1,33.3%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,P&R BH - Traps,#7Zak Irvin,1,33.3%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.00,0.00,-1.00,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,ISO Including Passes,#2Max Jones,8,16.0%,-,10,1.250,-,-,8,4,4,50.0%,56.3%,0.80,1.13,+0.33,59.2%,8,0.0%,12.5%,0.13,12.5%,50.0%,6,3,3,50.0%,2,1,1,50.0%,0.25
Manchester Basketball,ISO Including Passes,#0Patrick Smith,7,14.0%,-,2,0.286,-,-,5,0,5,0.0%,0.0%,0.75,0.00,-0.75,17.0%,6,14.3%,14.3%,0.40,14.3%,14.3%,3,0,3,0.0%,2,0,2,0.0%,0.40
Manchester Basketball,ISO Including Passes,#9Kaiyem Cleary,5,10.0%,-,0,0.000,-,-,5,0,5,0.0%,0.0%,0.78,0.00,-0.78,0.0%,5,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,4,0,4,0.0%,0.80
Manchester Basketball,ISO Including Passes,#11Jordan Johnson,2,4.0%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.84,0.00,-0.84,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,2,0,2,0.0%,0,0,0,-,0.00
Manchester Basketball,ISO Including Passes,#22Tim Adetukasi,8,16.0%,-,9,1.125,-,-,7,3,4,42.9%,50.0%,0.90,1.00,+0.10,57.1%,8,0.0%,12.5%,0.29,12.5%,50.0%,5,2,3,40.0%,2,1,1,50.0%,0.29
Manchester Basketball,ISO Including Passes,#7Zak Irvin,4,8.0%,-,3,0.750,-,-,4,1,3,25.0%,37.5%,0.97,0.75,-0.22,37.5%,4,0.0%,0.0%,0.00,0.0%,25.0%,2,0,2,0.0%,2,1,1,50.0%,0.50
Manchester Basketball,ISO Including Passes,#34Matt Nicholson,7,14.0%,-,12,1.714,-,-,6,4,2,66.7%,83.3%,0.83,1.67,+0.84,87.2%,7,0.0%,14.3%,0.33,14.3%,71.4%,4,2,2,50.0%,2,2,0,100.0%,0.33
Manchester Basketball,ISO Including Passes,#13Kayne Henry,2,4.0%,-,2,1.000,-,-,1,0,1,0.0%,0.0%,0.84,0.00,-0.84,53.2%,2,0.0%,50.0%,2.00,50.0%,50.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,ISO Including Passes,#3Gabe Osabuohien,3,6.0%,-,1,0.333,-,-,0,0,0,-,-,-,-,-,56.8%,1,66.7%,33.3%,-,0.0%,33.3%,0,0,0,-,0,0,0,-,-
Manchester Basketball,ISO Including Passes,#5Cody John,1,2.0%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,ISO - Defense Commits,#2Max Jones,1,11.1%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.00,2.00,+1.00,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,ISO - Defense Commits,#0Patrick Smith,1,11.1%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,ISO - Defense Commits,#9Kaiyem Cleary,1,11.1%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.05,0.00,-1.05,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,ISO - Defense Commits,#22Tim Adetukasi,1,11.1%,-,3,3.000,-,-,1,1,0,100.0%,150.0%,1.03,3.00,+1.97,150.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,0,0,0,-,1,1,0,100.0%,1.00
Manchester Basketball,ISO - Defense Commits,#34Matt Nicholson,1,11.1%,-,3,3.000,-,-,1,1,0,100.0%,150.0%,0.85,3.00,+2.15,150.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,0,0,0,-,1,1,0,100.0%,1.00
Manchester Basketball,ISO - Defense Commits,#3Gabe Osabuohien,1,11.1%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Post-Ups Including Passes,#2Max Jones,8,13.6%,-,9,1.125,-,-,5,4,1,80.0%,80.0%,0.96,1.60,+0.64,58.9%,8,0.0%,37.5%,1.20,25.0%,62.5%,4,4,0,100.0%,1,0,1,0.0%,0.20
Manchester Basketball,Post-Ups Including Passes,#0Patrick Smith,7,11.9%,-,10,1.429,-,-,6,3,3,50.0%,58.3%,1.01,1.17,+0.16,68.3%,7,0.0%,28.6%,0.50,28.6%,57.1%,4,2,2,50.0%,2,1,1,50.0%,0.33
Manchester Basketball,Post-Ups Including Passes,#9Kaiyem Cleary,3,5.1%,-,2,0.667,-,-,2,1,1,50.0%,50.0%,0.91,1.00,+0.09,50.0%,2,33.3%,0.0%,0.00,0.0%,33.3%,1,1,0,100.0%,1,0,1,0.0%,0.50
Manchester Basketball,Post-Ups Including Passes,#11Jordan Johnson,5,8.5%,-,5,1.000,-,-,2,2,0,100.0%,125.0%,0.67,2.50,+1.83,125.0%,2,60.0%,0.0%,0.00,0.0%,40.0%,1,1,0,100.0%,1,1,0,100.0%,0.50
Manchester Basketball,Post-Ups Including Passes,#22Tim Adetukasi,2,3.4%,-,4,2.000,-,-,1,1,0,100.0%,100.0%,0.60,2.00,+1.40,106.4%,2,0.0%,50.0%,2.00,50.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Post-Ups Including Passes,#7Zak Irvin,4,6.8%,-,2,0.500,-,-,3,1,2,33.3%,33.3%,0.89,0.67,-0.22,33.3%,3,25.0%,0.0%,0.00,0.0%,25.0%,2,1,1,50.0%,1,0,1,0.0%,0.33
Manchester Basketball,Post-Ups Including Passes,#34Matt Nicholson,6,10.2%,-,2,0.333,-,-,6,1,5,16.7%,16.7%,0.89,0.33,-0.56,16.7%,6,0.0%,0.0%,0.00,0.0%,16.7%,6,1,5,16.7%,0,0,0,-,0.00
Manchester Basketball,Post-Ups Including Passes,#13Kayne Henry,6,10.2%,-,9,1.500,-,-,5,4,1,80.0%,90.0%,0.89,1.80,+0.91,90.0%,5,16.7%,0.0%,0.00,0.0%,66.7%,3,3,0,100.0%,2,1,1,50.0%,0.40
Manchester Basketball,Post-Ups Including Passes,#3Gabe Osabuohien,7,11.9%,-,4,0.571,-,-,4,1,3,25.0%,25.0%,0.94,0.50,-0.44,37.6%,5,28.6%,28.6%,0.75,28.6%,28.6%,3,1,2,33.3%,1,0,1,0.0%,0.25
Manchester Basketball,Post-Ups Including Passes,#1Kyle Carey,4,6.8%,-,2,0.500,-,-,4,1,3,25.0%,25.0%,1.00,0.50,-0.50,25.0%,4,0.0%,0.0%,0.00,0.0%,25.0%,3,1,2,33.3%,1,0,1,0.0%,0.25
Manchester Basketball,Post-Ups Including Passes,#5Cody John,2,3.4%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,0.89,1.50,+0.61,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,1,0,1,0.0%,1,1,0,100.0%,0.50
Manchester Basketball,Post-Ups Including Passes,#33Judson Martindale,1,1.7%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Post-Up - Defense Commits,#2Max Jones,1,4.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.11,0.00,-1.11,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Up - Defense Commits,#0Patrick Smith,2,8.0%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,0.95,1.50,+0.55,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,0,0,0,-,2,1,1,50.0%,1.00
Manchester Basketball,Post-Up - Defense Commits,#9Kaiyem Cleary,2,8.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.05,0.00,-1.05,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Up - Defense Commits,#11Jordan Johnson,3,12.0%,-,3,1.000,-,-,1,1,0,100.0%,150.0%,1.07,3.00,+1.93,150.0%,1,66.7%,0.0%,0.00,0.0%,33.3%,0,0,0,-,1,1,0,100.0%,1.00
Manchester Basketball,Post-Up - Defense Commits,#7Zak Irvin,2,8.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.04,0.00,-1.04,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Up - Defense Commits,#13Kayne Henry,4,16.0%,-,7,1.750,-,-,4,3,1,75.0%,87.5%,0.93,1.75,+0.82,87.5%,4,0.0%,0.0%,0.00,0.0%,75.0%,2,2,0,100.0%,2,1,1,50.0%,0.50
Manchester Basketball,Post-Up - Defense Commits,#3Gabe Osabuohien,2,8.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.03,0.00,-1.03,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Up - Defense Commits,#1Kyle Carey,3,12.0%,-,0,0.000,-,-,3,0,3,0.0%,0.0%,1.06,0.00,-1.06,0.0%,3,0.0%,0.0%,0.00,0.0%,0.0%,2,0,2,0.0%,1,0,1,0.0%,0.33
Manchester Basketball,Post-Up - Defense Commits,#5Cody John,1,4.0%,-,3,3.000,-,-,1,1,0,100.0%,150.0%,1.20,3.00,+1.80,150.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,0,0,0,-,1,1,0,100.0%,1.00
Manchester Basketball,Post-Up - Defense Commits,#33Judson Martindale,1,4.0%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Post-Up - Hard Double,#2Max Jones,1,6.7%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.11,0.00,-1.11,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Up - Hard Double,#0Patrick Smith,3,20.0%,-,5,1.667,-,-,2,1,1,50.0%,75.0%,0.95,1.50,+0.55,86.8%,3,0.0%,33.3%,1.00,33.3%,66.7%,0,0,0,-,2,1,1,50.0%,1.00
Manchester Basketball,Post-Up - Hard Double,#9Kaiyem Cleary,2,13.3%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.05,0.00,-1.05,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Up - Hard Double,#11Jordan Johnson,3,20.0%,-,2,0.667,-,-,1,1,0,100.0%,100.0%,0.27,2.00,+1.73,100.0%,1,66.7%,0.0%,0.00,0.0%,33.3%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up - Hard Double,#7Zak Irvin,1,6.7%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.04,0.00,-1.04,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Up - Hard Double,#1Kyle Carey,2,13.3%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.77,0.00,-0.77,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,2,0,2,0.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up - Hard Double,#5Cody John,1,6.7%,-,3,3.000,-,-,1,1,0,100.0%,150.0%,1.20,3.00,+1.80,150.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,0,0,0,-,1,1,0,100.0%,1.00
Manchester Basketball,Post-Up - Hard Double,#33Judson Martindale,1,6.7%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
