game_id,game_date,period,home_team,away_team,home_lineup,away_lineup,start_time,end_time,duration,possessions,home_score,away_score,home_score_end,away_score_end,home_points,away_points,home_fga,home_fgm,home_fg3a,home_fg3m,home_fta,home_ftm,home_oreb,home_dreb,home_ast,home_stl,home_blk,home_tov,home_pf,away_fga,away_fgm,away_fg3a,away_fg3m,away_fta,away_ftm,away_oreb,away_dreb,away_ast,away_stl,away_blk,away_tov,away_pf,home_rim_att,home_rim_made,home_otd_2pt_att,home_otd_2pt_made,home_otd_3pt_att,home_otd_3pt_made,away_rim_att,away_rim_made,away_otd_2pt_att,away_otd_2pt_made,away_otd_3pt_att,away_otd_3pt_made,home_pass_to,home_dribble_to,home_defense_to,home_misc_to,away_pass_to,away_dribble_to,away_defense_to,away_misc_to,home_second_chance_pts,home_fast_break_pts,home_pts_off_tov,away_second_chance_pts,away_fast_break_pts,away_pts_off_tov
2735893,2026-02-07,2,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,D. Delsol-Lowry,J. Manning,M. Collins","B. Freckleton,D. Jackson,J. Spencer,K. Williams,M. New Jr.",1138,1180,42,1.0,39,57,42,57,3,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,2,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,D. Delsol-Lowry,J. Manning,M. Beasley","B. Freckleton,D. Jackson,J. Spencer,K. Williams,M. New Jr.",1180,1200,20,0.1,42,57,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,3,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,J. Manning,M. Beasley,M. Collins","C. Thompson,D. Jackson,J. Dietrich,J. Spencer,X. Wilson",1200,1493,293,7.43,42,57,58,65,16,8,8,6,5,4,0,0,0,4,5,0,2,0,2,9,3,5,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,3,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,J. Manning,M. Beasley,M. Collins","B. Freckleton,C. Thompson,D. Jackson,J. Spencer,X. Wilson",1493,1651,158,3.9,58,65,64,72,6,7,3,2,1,1,2,1,0,1,1,0,0,0,1,5,3,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,3,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,D. Delsol-Lowry,M. Beasley,M. Collins","B. Baker-Mccann,B. Freckleton,J. Spencer,M. New Jr.,X. Wilson",1651,1653,2,0.55,64,72,64,74,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,3,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,D. Braster,D. Delsol-Lowry,M. Beasley","B. Baker-Mccann,B. Freckleton,J. Spencer,M. New Jr.,X. Wilson",1653,1705,52,2.16,64,74,64,77,0,3,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,3,London Cavaliers,Milton Keynes Breakers,"A. Pyne,D. Braster,D. Delsol-Lowry,J. Manning,M. Beasley","B. Baker-Mccann,B. Freckleton,J. Spencer,M. New Jr.,X. Wilson",1705,1742,37,1.22,64,77,64,78,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,3,London Cavaliers,Milton Keynes Breakers,"A. Pyne,D. Braster,D. Delsol-Lowry,J. Manning,M. Beasley","B. Baker-Mccann,B. Freckleton,D. Jackson,M. New Jr.,X. Wilson",1742,1800,58,2.0,64,78,66,78,2,0,2,1,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,4,London Cavaliers,Milton Keynes Breakers,"A. Pyne,D. Braster,D. Delsol-Lowry,J. Manning,M. Beasley","B. Baker-Mccann,B. Freckleton,D. Jackson,L. Gregory,M. New Jr.",1800,1870,70,1.63,66,78,68,80,2,2,1,0,0,0,4,2,1,0,0,0,0,0,1,3,1,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,4,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,D. Delsol-Lowry,J. Manning,M. Beasley","B. Baker-Mccann,B. Freckleton,D. Jackson,L. Gregory,M. New Jr.",1870,1949,79,3.08,68,80,68,84,0,4,1,0,0,0,0,0,0,2,0,0,0,1,1,4,1,3,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,4,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,J. Manning,M. Beasley,M. Collins","B. Freckleton,D. Jackson,J. Spencer,L. Gregory,M. New Jr.",1949,2069,120,2.94,68,84,72,86,4,2,2,1,1,1,2,1,0,2,1,0,0,0,0,3,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
