Team Name,Play Type,Player,POSS,%TIME,%TIME RANK,PTS,PPP,PPP RANK,PPP RATING,FG ATT,FG MADE,FG MISS,FG%,EFG%,SSQ,PPS,SSM,TS%,TSA,TO%,%FT,FTA/FGA,%SF,SCORE%,2 FG ATT,2 FG MADE,2 FG MISS,2 FG%,3FG ATT,3 FG MADE,3 FG MISS,3 FG%,3PA/FGA
Manchester Basketball,Handoffs,#5Cody John,1,2.0%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,0.75,2.00,+1.25,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#34Matt Nicholson,16,32.0%,90%,19,1.188,60%,Good,9,8,1,88.9%,88.9%,1.12,1.78,+0.66,73.3%,13,18.8%,31.3%,1.00,31.3%,62.5%,9,8,1,88.9%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#22Tim Adetukasi,9,18.0%,-,12,1.333,-,-,9,6,3,66.7%,66.7%,1.19,1.33,+0.14,66.7%,9,0.0%,0.0%,0.00,0.0%,66.7%,9,6,3,66.7%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#3Gabe Osabuohien,7,14.0%,-,6,0.857,-,-,5,2,3,40.0%,40.0%,1.01,0.80,-0.21,47.5%,6,14.3%,28.6%,0.60,28.6%,42.9%,5,2,3,40.0%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#7Zak Irvin,5,10.0%,-,4,0.800,-,-,5,2,3,40.0%,40.0%,0.97,0.80,-0.17,40.0%,5,0.0%,0.0%,0.00,0.0%,40.0%,5,2,3,40.0%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#9Kaiyem Cleary,4,8.0%,-,3,0.750,-,-,3,1,2,33.3%,33.3%,1.03,0.67,-0.36,38.7%,4,0.0%,25.0%,0.67,25.0%,50.0%,3,1,2,33.3%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#2Max Jones,3,6.0%,-,4,1.333,-,-,3,2,1,66.7%,66.7%,1.18,1.33,+0.15,66.7%,3,0.0%,0.0%,0.00,0.0%,66.7%,3,2,1,66.7%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#0Patrick Smith,2,4.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.71,0.00,-0.71,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#11Jordan Johnson,1,2.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.44,0.00,-0.44,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#13Kayne Henry,1,2.0%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.32,2.00,+0.68,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Offensive Rebounds (Put Backs),#1Kyle Carey,1,2.0%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Offensive Rebounds (Put Backs),#30Othniel Shelton,1,2.0%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.68,2.00,+0.32,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Isolation,#11Jordan Johnson,14,29.2%,69%,13,0.929,75%,Very Good,11,4,7,36.4%,45.5%,0.74,0.91,+0.17,50.9%,13,7.1%,14.3%,0.36,14.3%,42.9%,8,2,6,25.0%,3,2,1,66.7%,0.27
Manchester Basketball,Isolation,#2Max Jones,12,25.0%,13%,9,0.750,63%,Good,10,3,7,30.0%,35.0%,0.82,0.70,-0.12,41.4%,11,8.3%,8.3%,0.20,8.3%,33.3%,6,2,4,33.3%,4,1,3,25.0%,0.40
Manchester Basketball,Isolation,#9Kaiyem Cleary,7,14.6%,-,5,0.714,-,-,6,2,4,33.3%,41.7%,0.79,0.83,+0.04,41.7%,6,14.3%,0.0%,0.00,0.0%,28.6%,5,1,4,20.0%,1,1,0,100.0%,0.17
Manchester Basketball,Isolation,#3Gabe Osabuohien,7,14.6%,-,2,0.286,-,-,6,1,5,16.7%,16.7%,0.77,0.33,-0.44,16.7%,6,14.3%,0.0%,0.00,0.0%,14.3%,6,1,5,16.7%,0,0,0,-,0.00
Manchester Basketball,Isolation,#0Patrick Smith,3,6.3%,-,2,0.667,-,-,2,0,2,0.0%,0.0%,0.89,0.00,-0.89,34.7%,3,0.0%,33.3%,1.00,33.3%,33.3%,0,0,0,-,2,0,2,0.0%,1.00
Manchester Basketball,Isolation,#7Zak Irvin,2,4.2%,-,2,1.000,-,-,1,0,1,0.0%,0.0%,0.78,0.00,-0.78,53.2%,2,0.0%,50.0%,2.00,50.0%,50.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Isolation,#22Tim Adetukasi,1,2.1%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.86,0.00,-0.86,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Isolation,#13Kayne Henry,1,2.1%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.57,2.00,+0.43,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Isolation,#5Cody John,1,2.1%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.71,0.00,-0.71,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Off Screen,#9Kaiyem Cleary,22,56.4%,83%,20,0.909,58%,Good,21,7,14,33.3%,40.5%,0.89,0.81,-0.08,44.8%,22,0.0%,9.1%,0.14,4.5%,36.4%,11,4,7,36.4%,10,3,7,30.0%,0.48
Manchester Basketball,Off Screen,#2Max Jones,6,15.4%,-,4,0.667,-,-,5,1,4,20.0%,20.0%,0.92,0.40,-0.52,34.0%,6,0.0%,16.7%,0.40,16.7%,33.3%,2,1,1,50.0%,3,0,3,0.0%,0.60
Manchester Basketball,Off Screen,#0Patrick Smith,4,10.3%,-,6,1.500,-,-,3,1,2,33.3%,50.0%,0.81,1.00,+0.19,69.4%,4,0.0%,25.0%,1.00,25.0%,50.0%,2,0,2,0.0%,1,1,0,100.0%,0.33
Manchester Basketball,Off Screen,#1Kyle Carey,4,10.3%,-,0,0.000,-,-,3,0,3,0.0%,0.0%,0.86,0.00,-0.86,0.0%,3,25.0%,0.0%,0.00,0.0%,0.0%,2,0,2,0.0%,1,0,1,0.0%,0.33
Manchester Basketball,Off Screen,#22Tim Adetukasi,1,2.6%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.79,0.00,-0.79,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Off Screen,#7Zak Irvin,1,2.6%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,0.98,2.00,+1.02,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Off Screen,#13Kayne Henry,1,2.6%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.18,0.00,-1.18,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Up,#3Gabe Osabuohien,4,28.6%,-,4,1.000,-,-,4,2,2,50.0%,50.0%,0.96,1.00,+0.04,45.0%,4,0.0%,25.0%,0.25,25.0%,50.0%,4,2,2,50.0%,0,0,0,-,0.00
Manchester Basketball,P&R Including Passes,#11Jordan Johnson,133,38.0%,92%,152,1.143,90%,Excellent,105,54,51,51.4%,61.9%,1.06,1.24,+0.18,63.4%,120,9.8%,14.3%,0.32,12.8%,51.1%,57,32,25,56.1%,48,22,26,45.8%,0.46
Manchester Basketball,P&R Including Passes,#2Max Jones,70,20.0%,33%,63,0.900,40%,Average,57,23,34,40.4%,46.5%,0.93,0.93,0.00,49.9%,63,10.0%,11.4%,0.25,11.4%,41.4%,35,16,19,45.7%,22,7,15,31.8%,0.39
Manchester Basketball,P&R Including Passes,#0Patrick Smith,97,27.7%,69%,85,0.876,25%,Below Average,77,32,45,41.6%,50.0%,0.97,1.00,+0.03,51.1%,83,14.4%,8.2%,0.18,8.2%,39.2%,40,19,21,47.5%,37,13,24,35.1%,0.48
Manchester Basketball,P&R Including Passes,#9Kaiyem Cleary,15,4.3%,2%,15,1.000,69%,Very Good,14,7,7,50.0%,53.6%,0.91,1.07,+0.16,53.6%,14,6.7%,0.0%,0.00,0.0%,46.7%,9,6,3,66.7%,5,1,4,20.0%,0.36
Manchester Basketball,P&R Including Passes,#3Gabe Osabuohien,9,2.6%,-,11,1.222,-,-,6,3,3,50.0%,50.0%,0.98,1.00,+0.02,63.7%,9,0.0%,33.3%,1.00,33.3%,66.7%,5,3,2,60.0%,1,0,1,0.0%,0.17
Manchester Basketball,P&R Including Passes,#22Tim Adetukasi,4,1.1%,-,7,1.750,-,-,2,2,0,100.0%,125.0%,0.99,2.50,+1.51,121.5%,3,25.0%,25.0%,1.00,25.0%,75.0%,1,1,0,100.0%,1,1,0,100.0%,0.50
Manchester Basketball,P&R Including Passes,#7Zak Irvin,6,1.7%,-,4,0.667,-,-,5,2,3,40.0%,40.0%,0.84,0.80,-0.04,40.0%,5,16.7%,0.0%,0.00,0.0%,33.3%,4,2,2,50.0%,1,0,1,0.0%,0.20
Manchester Basketball,P&R Including Passes,#13Kayne Henry,2,0.6%,-,4,2.000,-,-,1,1,0,100.0%,100.0%,1.05,2.00,+0.95,106.4%,2,0.0%,50.0%,2.00,50.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Including Passes,#1Kyle Carey,5,1.4%,-,4,0.800,-,-,4,2,2,50.0%,50.0%,0.92,1.00,+0.08,50.0%,4,20.0%,0.0%,0.00,0.0%,40.0%,2,2,0,100.0%,2,0,2,0.0%,0.50
Manchester Basketball,P&R Including Passes,#5Cody John,9,2.6%,-,7,0.778,-,-,5,3,2,60.0%,70.0%,0.83,1.40,+0.57,70.0%,5,44.4%,0.0%,0.00,0.0%,33.3%,4,2,2,50.0%,1,1,0,100.0%,0.20
Manchester Basketball,P&R BH - Defense Commits,#11Jordan Johnson,85,45.2%,79%,97,1.141,90%,Excellent,64,36,28,56.3%,67.2%,1.16,1.34,+0.18,66.6%,73,14.1%,12.9%,0.31,12.9%,51.8%,34,22,12,64.7%,30,14,16,46.7%,0.47
Manchester Basketball,P&R BH - Defense Commits,#2Max Jones,28,14.9%,21%,24,0.857,44%,Average,19,8,11,42.1%,55.3%,1.03,1.11,+0.08,57.8%,21,25.0%,7.1%,0.21,7.1%,35.7%,7,3,4,42.9%,12,5,7,41.7%,0.63
Manchester Basketball,P&R BH - Defense Commits,#0Patrick Smith,55,29.3%,56%,43,0.782,23%,Below Average,39,16,23,41.0%,47.4%,1.05,0.95,-0.10,49.0%,44,20.0%,10.9%,0.28,10.9%,38.2%,18,11,7,61.1%,21,5,16,23.8%,0.54
Manchester Basketball,P&R BH - Defense Commits,#9Kaiyem Cleary,3,1.6%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,1.07,0.00,-1.07,0.0%,2,33.3%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,1,0,1,0.0%,0.50
Manchester Basketball,P&R BH - Defense Commits,#3Gabe Osabuohien,3,1.6%,-,0,0.000,-,-,3,0,3,0.0%,0.0%,1.02,0.00,-1.02,0.0%,3,0.0%,0.0%,0.00,0.0%,0.0%,2,0,2,0.0%,1,0,1,0.0%,0.33
Manchester Basketball,P&R BH - Defense Commits,#22Tim Adetukasi,2,1.1%,-,3,1.500,-,-,1,1,0,100.0%,150.0%,0.95,3.00,+2.05,150.0%,1,50.0%,0.0%,0.00,0.0%,50.0%,0,0,0,-,1,1,0,100.0%,1.00
Manchester Basketball,P&R BH - Defense Commits,#7Zak Irvin,1,0.5%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,P&R BH - Defense Commits,#13Kayne Henry,1,0.5%,-,2,2.000,-,-,0,0,0,-,-,-,-,-,113.6%,1,0.0%,100.0%,-,100.0%,100.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,P&R BH - Defense Commits,#1Kyle Carey,5,2.7%,-,4,0.800,-,-,4,2,2,50.0%,50.0%,0.92,1.00,+0.08,50.0%,4,20.0%,0.0%,0.00,0.0%,40.0%,2,2,0,100.0%,2,0,2,0.0%,0.50
Manchester Basketball,P&R BH - Defense Commits,#5Cody John,5,2.7%,-,3,0.600,-,-,1,1,0,100.0%,150.0%,1.19,3.00,+1.81,150.0%,1,80.0%,0.0%,0.00,0.0%,20.0%,0,0,0,-,1,1,0,100.0%,1.00
Manchester Basketball,P&R BH - Traps,#0Patrick Smith,2,100.0%,-,2,1.000,-,-,1,1,0,100.0%,100.0%,1.23,2.00,+0.77,69.4%,1,50.0%,50.0%,1.00,50.0%,50.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,ISO Including Passes,#11Jordan Johnson,16,24.2%,52%,13,0.813,52%,Good,13,4,9,30.8%,38.5%,0.75,0.77,+0.02,41.6%,16,6.3%,18.8%,0.46,12.5%,37.5%,9,2,7,22.2%,4,2,2,50.0%,0.31
Manchester Basketball,ISO Including Passes,#2Max Jones,14,21.2%,43%,11,0.786,48%,Average,12,4,8,33.3%,37.5%,0.82,0.75,-0.07,42.7%,13,7.1%,7.1%,0.17,7.1%,35.7%,7,3,4,42.9%,5,1,4,20.0%,0.42
Manchester Basketball,ISO Including Passes,#0Patrick Smith,12,18.2%,24%,13,1.083,76%,Very Good,11,4,7,36.4%,50.0%,0.95,1.00,+0.05,54.7%,12,0.0%,8.3%,0.18,8.3%,41.7%,3,1,2,33.3%,8,3,5,37.5%,0.73
Manchester Basketball,ISO Including Passes,#9Kaiyem Cleary,7,10.6%,-,5,0.714,-,-,6,2,4,33.3%,41.7%,0.79,0.83,+0.04,41.7%,6,14.3%,0.0%,0.00,0.0%,28.6%,5,1,4,20.0%,1,1,0,100.0%,0.17
Manchester Basketball,ISO Including Passes,#3Gabe Osabuohien,11,16.7%,95%,12,1.091,81%,Very Good,10,5,5,50.0%,60.0%,0.87,1.20,+0.33,60.0%,10,9.1%,0.0%,0.00,0.0%,45.5%,8,3,5,37.5%,2,2,0,100.0%,0.20
Manchester Basketball,ISO Including Passes,#22Tim Adetukasi,1,1.5%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.86,0.00,-0.86,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,ISO Including Passes,#7Zak Irvin,2,3.0%,-,2,1.000,-,-,1,0,1,0.0%,0.0%,0.78,0.00,-0.78,53.2%,2,0.0%,50.0%,2.00,50.0%,50.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,ISO Including Passes,#13Kayne Henry,1,1.5%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.57,2.00,+0.43,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,ISO Including Passes,#5Cody John,2,3.0%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.76,0.00,-0.76,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,1,0,1,0.0%,0.50
Manchester Basketball,ISO - Defense Commits,#11Jordan Johnson,2,10.0%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.78,0.00,-0.78,0.0%,3,0.0%,50.0%,1.00,0.0%,0.0%,1,0,1,0.0%,1,0,1,0.0%,0.50
Manchester Basketball,ISO - Defense Commits,#2Max Jones,3,15.0%,-,2,0.667,-,-,2,1,1,50.0%,50.0%,0.81,1.00,+0.19,50.0%,2,33.3%,0.0%,0.00,0.0%,33.3%,1,1,0,100.0%,1,0,1,0.0%,0.50
Manchester Basketball,ISO - Defense Commits,#0Patrick Smith,9,45.0%,-,11,1.222,-,-,9,4,5,44.4%,61.1%,0.96,1.22,+0.26,61.1%,9,0.0%,0.0%,0.00,0.0%,44.4%,3,1,2,33.3%,6,3,3,50.0%,0.67
Manchester Basketball,ISO - Defense Commits,#3Gabe Osabuohien,5,25.0%,-,10,2.000,-,-,4,4,0,100.0%,125.0%,1.01,2.50,+1.49,125.0%,4,20.0%,0.0%,0.00,0.0%,80.0%,2,2,0,100.0%,2,2,0,100.0%,0.50
Manchester Basketball,ISO - Defense Commits,#5Cody John,1,5.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.81,0.00,-0.81,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Post-Ups Including Passes,#2Max Jones,3,14.3%,-,2,0.667,-,-,3,1,2,33.3%,33.3%,0.87,0.67,-0.20,33.3%,3,0.0%,0.0%,0.00,0.0%,33.3%,3,1,2,33.3%,0,0,0,-,0.00
Manchester Basketball,Post-Ups Including Passes,#9Kaiyem Cleary,2,9.5%,-,2,1.000,-,-,2,1,1,50.0%,50.0%,0.68,1.00,+0.32,50.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,2,1,1,50.0%,0,0,0,-,0.00
Manchester Basketball,Post-Ups Including Passes,#3Gabe Osabuohien,9,42.9%,-,12,1.333,-,-,9,5,4,55.6%,66.7%,1.08,1.33,+0.25,63.6%,9,0.0%,11.1%,0.11,11.1%,55.6%,6,3,3,50.0%,3,2,1,66.7%,0.33
Manchester Basketball,Post-Ups Including Passes,#22Tim Adetukasi,2,9.5%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,1.02,1.50,+0.48,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,0,0,0,-,2,1,1,50.0%,1.00
Manchester Basketball,Post-Ups Including Passes,#34Matt Nicholson,2,9.5%,-,1,0.500,-,-,0,0,0,-,-,-,-,-,56.8%,1,50.0%,50.0%,-,50.0%,50.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Post-Ups Including Passes,#13Kayne Henry,3,14.3%,-,4,1.333,-,-,3,2,1,66.7%,66.7%,0.98,1.33,+0.35,58.1%,3,0.0%,33.3%,0.33,33.3%,66.7%,3,2,1,66.7%,0,0,0,-,0.00
Manchester Basketball,Post-Up - Defense Commits,#3Gabe Osabuohien,5,62.5%,-,8,1.600,-,-,5,3,2,60.0%,80.0%,1.17,1.60,+0.43,80.0%,5,0.0%,0.0%,0.00,0.0%,60.0%,2,1,1,50.0%,3,2,1,66.7%,0.60
Manchester Basketball,Post-Up - Defense Commits,#22Tim Adetukasi,2,25.0%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,1.02,1.50,+0.48,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,0,0,0,-,2,1,1,50.0%,1.00
Manchester Basketball,Post-Up - Defense Commits,#34Matt Nicholson,1,12.5%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Post-Up - Hard Double,#3Gabe Osabuohien,2,66.7%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,1.38,1.50,+0.12,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,1,0,1,0.0%,1,1,0,100.0%,0.50
Manchester Basketball,Post-Up - Hard Double,#22Tim Adetukasi,1,33.3%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.04,0.00,-1.04,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
