Canonical,Team,Numbers,Variations
Henri Kantonen,Kataja Basket,55,Henri Kantonen
Jermaine Marshall,Kataja Basket,4,Jermaine Marshall
Arttu Saarijärvi,Lahti Basketball,1,Arttu Saarijärvi
Toivo Makkonen,Lahti Basketball,51,Toivo Makkonen
Kaleb Warner,Tampereen Pyrintö,13,Kaleb Warner
Jaakko Nieminen,Tampereen Pyrintö,40,Jaakko Nieminen
Michael Pietrzyk,Helsinki Seagulls,23,Michael Pietrzyk
Lauri Kallio,Tapiolan Honka,1,Lauri Kallio
Antti Kanervo,Kataja Basket,18,Antti Kanervo
Andre Gustavson,Kauhajoki,1,Andre Gustavson
Christian Davis,Kauhajoki,22,Christian Davis
Juho Pihlajamäki,Kobrat,32,Juho Pihlajamäki
Renne Ikäläinen,Kouvot,30,Renne Ikäläinen
Ville Karvonen,Lahti Basketball,22,Ville Karvonen
Ty Johnson,Salon Vilpas,1,Ty Johnson
De'Vion Harmon,Kataja Basket,2,De'Vion Harmon
Thomas Tumba,Kataja Basket,23,Thomas Tumba
Max Brooks,Lahti Basketball,34,Max Brooks
Elias Eerikinharju,Tapiolan Honka,12,Elias Eerikinharju
Frank Champion,Korihait,20,Frank Champion
Jamir Harris,Korihait,13,Jamir Harris
Joona Heinonen,Kouvot,20,Joona Heinonen
Hugo Boman,Kauhajoki,3,Hugo Boman
Sahmi Willoughby,Lahti Basketball,14,Sahmi Willoughby
Topias Palmi,Tampereen Pyrintö,31,Topias Palmi
Wesley Cardet Jr.,Kouvot,1,Wesley Cardet Jr.
Remu Raitanen,KTP-Basket,7,Remu Raitanen
Marco Anthony,Bisons Loimaa,1,Marco Anthony
Eetu Hautala,Kobrat,14,Eetu Hautala
Teemu Suokas,Salon Vilpas,1,Teemu Suokas
Tamenang Choh,Kobrat,25,Tamenang Choh
Juho-Matti Henttonen,Tampereen Pyrintö,17,Juho-Matti Henttonen
Jalen Henry,Helsinki Seagulls,1,Jalen Henry
Samage Teel,Lahti Basketball,5,Samage Teel
Lauri Liesmala,Kouvot,15,Lauri Liesmala
Devontae Blanton,Kouvot,10,Devontae Blanton
Jack Forrest,Salon Vilpas,24,Jack Forrest
Eemeli Hollo,Bisons Loimaa,24,Eemeli Hollo
Jonas Kaivos,Helsinki Seagulls,16,Jonas Kaivos
Jaakko Talola,Tampereen Pyrintö,22,Jaakko Talola
Joey Holifield,Kauhajoki,0,Joey Holifield
Timi Puittinen,Kouvot,4,Timi Puittinen
Skyler Flatten,Kauhajoki,1,Skyler Flatten
Sebastian Thomas,Lahti Basketball,12,Sebastian Thomas
Rahlir Hollis-Jefferson,Kataja Basket,32,Rahlir Hollis-Jefferson
Tucker Richardson,KTP-Basket,5,Tucker Richardson
Aapeli Alanen,Bisons Loimaa,28,Aapeli Alanen
