Team,Lineup,Lineup_Key,Assister_Num,Assister_Name,Scorer_Num,Scorer_Name,Assists,Points_Created,Threes_Assisted,Twos_Assisted,Games,AST/G,PTS_Created/G
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Nils Botold, Adam Johansson, Erik Persson","Jämtland Basket|13,22,23,3,9",3,Adam Johansson,22,Denzel George,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Richie Springs, Milutin Vujicic, Markeith Browning II, Milos Bajic, Alan Zekovic","Sloga Uppsala|2,27,3,4,6",6,Alan Zekovic,3,Markeith Browning II,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Jonathan Ninkingira, Richie Springs, Milutin Vujicic, Markeith Browning II, Alan Zekovic","Sloga Uppsala|12,2,27,3,6",3,Markeith Browning II,12,Jonathan Ninkingira,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Leo Hassler, Richie Springs, Markeith Browning II, Milos Bajic, Timur Grinev","Sloga Uppsala|14,2,3,4,44",3,Markeith Browning II,14,Leo Hassler,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Leo Hassler, Richie Springs, Markeith Browning II, Milos Bajic, Timur Grinev","Sloga Uppsala|14,2,3,4,44",14,Leo Hassler,4,Milos Bajic,1,3,1,0,1,1.0,3.0
BC Luleå,"Daniel Hansson, Tobias Sjöberg, Felix Broström, Caleb McGill, Gustav Hansson","BC Luleå|0,15,17,24,7",15,Tobias Sjöberg,0,Daniel Hansson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|13,2,3,4,5",2,Max Andersson,4,Peter Stümer,1,3,1,0,1,1.0,3.0
BC Luleå,"Daniel Hansson, Lamonte Turner, Robert Carpenter, Caleb McGill, Gustav Hansson","BC Luleå|0,1,21,24,7",7,Gustav Hansson,0,Daniel Hansson,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Felix Broström, Robert Carpenter, Caleb McGill, Gustav Hansson","BC Luleå|1,17,21,24,7",7,Gustav Hansson,17,Felix Broström,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Max Andersson, Kaspar Mårtenson, Vilhelm Jennlinger","Uppsala Basket|1,13,2,21,7",7,Vilhelm Jennlinger,2,Max Andersson,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Harry Hassler, Tobias Sjöberg, Felix Broström, Gustav Hansson","BC Luleå|1,13,15,17,7",7,Gustav Hansson,13,Harry Hassler,1,3,1,0,1,1.0,3.0
BC Luleå,"Daniel Hansson, Lamonte Turner, Robert Carpenter, Caleb McGill, Gustav Hansson","BC Luleå|0,1,21,24,7",21,Robert Carpenter,0,Daniel Hansson,1,3,1,0,1,1.0,3.0
BC Luleå,"Tobias Sjöberg, Elliot Broström, Caleb McGill, Joel Tewolde Berhane, Gustav Hansson","BC Luleå|15,2,24,5,7",7,Gustav Hansson,24,Caleb McGill,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Kaspar Mårtenson, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|13,21,3,4,5",13,Niklas Larsson,3,Henrik Jädersten,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Mason Daniel Madsen, Carren Deroyce Wilson JR, Nicholas Spires, Oliver Gehrke","Södertälje BBK|1,10,2,30,31",31,Oliver Gehrke,10,Mason Daniel Madsen,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Elias Desport, Ayanfeoluwa Amoran, Carren Deroyce Wilson JR, Oliver Gehrke, Lukas Novakovic","Södertälje BBK|0,11,2,31,6",2,Carren Deroyce Wilson JR,0,Elias Desport,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Mason Daniel Madsen, Carren Deroyce Wilson JR, Nicholas Spires, Oliver Gehrke, Lukas Novakovic","Södertälje BBK|10,2,30,31,6",6,Lukas Novakovic,30,Nicholas Spires,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Ayanfeoluwa Amoran, Mattias Herlitz, Carren Deroyce Wilson JR, Nicholas Spires","Södertälje BBK|1,11,12,2,30",2,Carren Deroyce Wilson JR,11,Ayanfeoluwa Amoran,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Dartaye Ruffin, Mio Hjalmarsson","Nässjö Basket|1,11,17,21,3",1,Mirko Djeric,11,Tyler Patterson,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Steven Strong Jr, Dartaye Ruffin, Josef Fahrenholtz, Anton Johansson","Nässjö Basket|1,2,21,24,4",24,Josef Fahrenholtz,1,Mirko Djeric,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Elias Desport, Zaccharie Mortant, Mason Daniel Madsen, Mattias Herlitz, Nicholas Spires","Södertälje BBK|0,1,10,12,30",1,Zaccharie Mortant,10,Mason Daniel Madsen,1,3,1,0,1,1.0,3.0
Köping Stars,"Romello White, John Pålsson, Marreon Jamar Jackson, Dragos Andrei Diculescu, Sekou Sylla","Köping Stars|0,2,3,31,5",3,Marreon Jamar Jackson,5,Sekou Sylla,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, LaDarien Griffin, Benjamin Middlebrooks, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,22,34,88,94",88,Zachary Harvey,0,Tim Schüberg,1,3,1,0,1,1.0,3.0
Köping Stars,"Rickard Rietz, Tim Jonsson, John Pålsson, Marreon Jamar Jackson, Sekou Sylla","Köping Stars|11,12,2,3,5",3,Marreon Jamar Jackson,11,Rickard Rietz,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Hugo Bergström, LaDarien Griffin, Sebastian Forsling, Nathan Dawit","Norrköping Dolphins|0,21,22,25,94",25,Sebastian Forsling,21,Hugo Bergström,1,3,1,0,1,1.0,3.0
Köping Stars,"Romello White, Tim Jonsson, Marreon Jamar Jackson, Dragos Andrei Diculescu, Oliver Cupan","Köping Stars|0,12,3,31,6",0,Romello White,12,Tim Jonsson,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Pierre Hampton, Hugo Bergström, Sebastian Forsling, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|15,21,25,88,94",21,Hugo Bergström,15,Pierre Hampton,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Pierre Hampton, Hugo Bergström, Sebastian Forsling, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|15,21,25,88,94",21,Hugo Bergström,94,Nathan Dawit,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, LaDarien Griffin, Benjamin Middlebrooks, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,22,34,88,94",34,Benjamin Middlebrooks,0,Tim Schüberg,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, LaDarien Griffin, Benjamin Middlebrooks, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,22,34,88,94",22,LaDarien Griffin,94,Nathan Dawit,1,3,1,0,1,1.0,3.0
Köping Stars,"Romello White, Marreon Jamar Jackson, Dragos Andrei Diculescu, Sekou Sylla, Romeo Myrthil","Köping Stars|0,3,31,5,7",31,Dragos Andrei Diculescu,3,Marreon Jamar Jackson,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Hugo Bergström, Sebastian Forsling, Nathan Dawit","Norrköping Dolphins|0,15,21,25,94",15,Pierre Hampton,0,Tim Schüberg,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Pierre Hampton, Hugo Bergström, LaDarien Griffin, Mahrcus Forlini, Nathan Dawit","Norrköping Dolphins|15,21,22,9,94",9,Mahrcus Forlini,94,Nathan Dawit,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|1,13,3,4,5",5,Lukas Friberg,3,Henrik Jädersten,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Jonathan Ninkingira, Richie Springs, Marko Dujkovic, Milutin Vujicic, Markeith Browning II","Sloga Uppsala|12,2,22,27,3",12,Jonathan Ninkingira,3,Markeith Browning II,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Jonathan Ninkingira, Dragan Damjanovic, Richie Springs, Milutin Vujicic, Markeith Browning II","Sloga Uppsala|12,13,2,27,3",13,Dragan Damjanovic,3,Markeith Browning II,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|1,13,3,4,5",3,Henrik Jädersten,13,Niklas Larsson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Peter Stümer, Lukas Friberg, Melker Delryd","Uppsala Basket|1,13,4,5,8",5,Lukas Friberg,13,Niklas Larsson,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Richie Springs, Milutin Vujicic, Markeith Browning II","Sloga Uppsala|10,12,2,27,3",3,Markeith Browning II,27,Milutin Vujicic,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Henrik Jädersten, Peter Stümer, Lukas Friberg, Melker Delryd","Uppsala Basket|1,3,4,5,8",1,Vilhelm Bodingh,8,Melker Delryd,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Milutin Vujicic, Milos Bajic, Alan Zekovic","Sloga Uppsala|10,13,27,4,6",27,Milutin Vujicic,4,Milos Bajic,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Markeith Browning II, Milos Bajic, Alan Zekovic","Sloga Uppsala|10,13,3,4,6",13,Dragan Damjanovic,6,Alan Zekovic,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Henrik Jädersten, Peter Stümer, Lukas Friberg, Melker Delryd","Uppsala Basket|1,3,4,5,8",5,Lukas Friberg,3,Henrik Jädersten,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Åke Swahn, Kaspar Mårtenson, Marcus Stålberg, Vilhelm Jennlinger, Melker Delryd","Uppsala Basket|17,21,32,7,8",7,Vilhelm Jennlinger,32,Marcus Stålberg,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Felix Broström, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|1,17,24,6,7",7,Gustav Hansson,24,Caleb McGill,1,3,1,0,1,1.0,3.0
BC Luleå,"Harry Hassler, Felix Broström, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|13,17,24,6,7",7,Gustav Hansson,13,Harry Hassler,1,3,1,0,1,1.0,3.0
BC Luleå,"Harry Hassler, Felix Broström, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|13,17,24,6,7",6,Daniel Hansson,7,Gustav Hansson,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Tobias Sjöberg, Felix Broström, Sergey Sepman, Gustav Hansson","BC Luleå|1,15,17,3,7",15,Tobias Sjöberg,7,Gustav Hansson,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Denzel George, Nils Botold, Adam Johansson, Samari Curtis, Brayden Parker","Jämtland Basket|22,23,3,41,7",3,Adam Johansson,23,Nils Botold,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Denzel George, Nils Botold, Adam Johansson, Samari Curtis, Brayden Parker","Jämtland Basket|22,23,3,41,7",3,Adam Johansson,22,Denzel George,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Denzel George, Nils Botold, Michael Christmas, Adam Johansson, Erik Persson","Jämtland Basket|22,23,25,3,9",22,Denzel George,23,Nils Botold,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Keaston Willis, Michael Christmas, Adam Johansson, Samari Curtis, Brayden Parker","Jämtland Basket|0,25,3,41,7",3,Adam Johansson,25,Michael Christmas,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Tobias Sjöberg, Felix Broström, Caleb McGill, Daniel Hansson","BC Luleå|1,15,17,24,6",17,Felix Broström,1,Lamonte Turner,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, LaDarien Griffin, Sebastian Forsling, Zachary Harvey","Norrköping Dolphins|0,13,22,25,88",13,Jacob Hadi,88,Zachary Harvey,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, LaDarien Griffin, Sebastian Forsling, Zachary Harvey, Mahrcus Forlini","Norrköping Dolphins|0,22,25,88,9",25,Sebastian Forsling,0,Tim Schüberg,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Hugo Bergström, Benjamin Middlebrooks, Nathan Dawit","Norrköping Dolphins|0,15,21,34,94",21,Hugo Bergström,94,Nathan Dawit,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Tony Vitali, Anes Zekovic, Alexander Karras, Lukas Lindgren Widmark","Högsbo Basket|0,22,6,7,8",0,Charles Barton,7,Alexander Karras,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Tony Vitali, Jesper Hallberg, Anes Zekovic, Alexander Karras, Lukas Lindgren Widmark","Högsbo Basket|0,22,5,6,7,8",0,Charles Barton,7,Alexander Karras,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Jesper Hallberg, Anes Zekovic, Alexander Karras, Lukas Lindgren Widmark","Högsbo Basket|0,1,5,6,7,8",1,Isaiah Hill,7,Alexander Karras,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Abdou Medjedoub, Steven Strong Jr, Josef Fahrenholtz, Anton Johansson","Nässjö Basket|1,17,2,24,4",2,Steven Strong Jr,24,Josef Fahrenholtz,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, William Christopher Dunston Jr, Malte Eriksson, Alexander Yemane, Duko Bos","Umeå Basket|1,12,15,17,22",22,Duko Bos,17,Alexander Yemane,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Anton Lindqvist, Dartaye Ruffin, Mio Hjalmarsson","Nässjö Basket|1,11,20,21,3",21,Dartaye Ruffin,1,Mirko Djeric,1,3,1,0,1,1.0,3.0
Umeå Basket,"Adam Rask, William Christopher Dunston Jr, Alexander Yemane, Melker Lindblom, Basem Abdulkader","Umeå Basket|11,12,17,2,8",8,Basem Abdulkader,12,William Christopher Dunston Jr,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Basem Abdulkader, Isak Andersson","Umeå Basket|1,11,12,8,9",1,Isac Åhnstrand,11,Adam Rask,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Tyler Patterson, Richard Mendes, Steven Strong Jr, Dartaye Ruffin, Mio Hjalmarsson","Nässjö Basket|11,15,2,21,3",2,Steven Strong Jr,11,Tyler Patterson,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Duko Bos, Isak Andersson","Umeå Basket|1,11,12,22,9",22,Duko Bos,12,William Christopher Dunston Jr,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Duko Bos, Isak Andersson","Umeå Basket|1,11,12,22,9",12,William Christopher Dunston Jr,11,Adam Rask,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Abdou Medjedoub, Steven Strong Jr, Josef Fahrenholtz, Anton Johansson","Nässjö Basket|1,17,2,24,4",1,Mirko Djeric,2,Steven Strong Jr,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, William Christopher Dunston Jr, Malte Eriksson, Alexander Yemane, Basem Abdulkader","Umeå Basket|1,12,15,17,8",12,William Christopher Dunston Jr,1,Isac Åhnstrand,1,3,1,0,1,1.0,3.0
Umeå Basket,"William Christopher Dunston Jr, Malte Eriksson, Alexander Yemane, Melker Lindblom, Basem Abdulkader","Umeå Basket|12,15,17,2,8",12,William Christopher Dunston Jr,2,Melker Lindblom,1,3,1,0,1,1.0,3.0
Umeå Basket,"William Christopher Dunston Jr, Malte Eriksson, Alexander Yemane, Melker Lindblom, Basem Abdulkader","Umeå Basket|12,15,17,2,8",15,Malte Eriksson,8,Basem Abdulkader,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Anton Johansson","Nässjö Basket|1,11,17,2,4",11,Tyler Patterson,4,Anton Johansson,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, William Christopher Dunston Jr, Malte Eriksson, Alexander Yemane, Basem Abdulkader","Umeå Basket|1,12,15,17,8",17,Alexander Yemane,8,Basem Abdulkader,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Anton Johansson","Nässjö Basket|1,11,17,2,4",4,Anton Johansson,1,Mirko Djeric,1,3,1,0,1,1.0,3.0
Borås Basket,"AJ Clayton, Ludvig Johansson, William Guténius, Fredrik Andersson, Andreas Person","Borås Basket|23,4,6,8,9",23,AJ Clayton,8,Fredrik Andersson,1,3,1,0,1,1.0,3.0
Borås Basket,"AJ Clayton, Ludvig Johansson, William Guténius, Fredrik Andersson, Andreas Person","Borås Basket|23,4,6,8,9",23,AJ Clayton,9,Andreas Person,1,3,1,0,1,1.0,3.0
Borås Basket,"AJ Clayton, Ludvig Johansson, William Guténius, Fredrik Andersson, Andreas Person","Borås Basket|23,4,6,8,9",4,Ludvig Johansson,23,AJ Clayton,1,3,1,0,1,1.0,3.0
Borås Basket,"Justin Vander Baan, Oskar Palmquist, AJ Clayton, Ludvig Johansson, Andreas Person","Borås Basket|18,2,23,4,9",9,Andreas Person,4,Ludvig Johansson,1,3,1,0,1,1.0,3.0
Borås Basket,"AJ Clayton, Ludvig Johansson, William Guténius, Fredrik Andersson, Andreas Person","Borås Basket|23,4,6,8,9",23,AJ Clayton,6,William Guténius,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Ali Sow, Justin Vander Baan, AJ Clayton, Fredrik Andersson","Borås Basket|0,1,18,23,8",0,KJ Jenkins,1,Ali Sow,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Ali Sow, Justin Vander Baan, AJ Clayton, Fredrik Andersson","Borås Basket|0,1,18,23,8",1,Ali Sow,0,KJ Jenkins,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Tobias Sjöberg, Felix Broström, Caleb McGill, Daniel Hansson","BC Luleå|1,15,17,24,6",17,Felix Broström,24,Caleb McGill,1,3,1,0,1,1.0,3.0
BC Luleå,"Leo Steinsen, Harry Hassler, Tobias Sjöberg, Felix Broström, Daniel Hansson","BC Luleå|11,13,15,17,6",15,Tobias Sjöberg,6,Daniel Hansson,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Felix Broström, Robert Carpenter, Caleb McGill, Sergey Sepman","BC Luleå|1,17,21,24,3",21,Robert Carpenter,1,Lamonte Turner,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Mason Daniel Madsen, Mattias Herlitz, Carren Deroyce Wilson JR, Nicholas Spires, Oliver Gehrke","Södertälje BBK|10,12,2,30,31",30,Nicholas Spires,10,Mason Daniel Madsen,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Harry Hassler, Robert Carpenter, Sergey Sepman, Daniel Hansson","BC Luleå|1,13,21,3,6",21,Robert Carpenter,1,Lamonte Turner,1,3,1,0,1,1.0,3.0
BC Luleå,"Lamonte Turner, Harry Hassler, Tobias Sjöberg, Felix Broström, Daniel Hansson","BC Luleå|1,13,15,17,6",1,Lamonte Turner,13,Harry Hassler,1,3,1,0,1,1.0,3.0
BC Luleå,"Leo Steinsen, Harry Hassler, Robert Carpenter, Sergey Sepman, Daniel Hansson","BC Luleå|11,13,21,3,6",11,Leo Steinsen,13,Harry Hassler,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Elias Desport, Mattias Herlitz, Carren Deroyce Wilson JR, Oliver Gehrke, Lukas Novakovic","Södertälje BBK|0,12,2,31,6",12,Mattias Herlitz,0,Elias Desport,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Mason Daniel Madsen, Mattias Herlitz, Carren Deroyce Wilson JR, Nicholas Spires, Oliver Gehrke","Södertälje BBK|10,12,2,30,31",30,Nicholas Spires,31,Oliver Gehrke,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Amen Jenkins Cheeseman, Mario Drazic, Alem Hamza, Anes Zekovic","Högsbo Basket|0,11,4,6",4,Alem Hamza,6,Anes Zekovic,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Abdou Medjedoub, Steven Strong Jr, Anton Lindqvist, Josef Fahrenholtz","Nässjö Basket|1,17,2,20,24",20,Anton Lindqvist,24,Josef Fahrenholtz,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Amen Jenkins Cheeseman, Isaiah Hill, Jesper Hallberg, Alexander Karras","Högsbo Basket|0,1,5,7",None,Player None,7,Alexander Karras,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Isaiah Hill, Tony Vitali, Anes Zekovic, Alexander Karras","Högsbo Basket|1,22,6,7",None,Player None,7,Alexander Karras,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Ephraim Bahati, Jesper Hallberg, Anes Zekovic, Jan Tratnik","Högsbo Basket|23,5,6,9",23,Ephraim Bahati,9,Jan Tratnik,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Amen Jenkins Cheeseman, Anes Zekovic, Alexander Karras, Jan Tratnik","Högsbo Basket|0,6,7,9",9,Jan Tratnik,6,Anes Zekovic,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Amen Jenkins Cheeseman, Isaiah Hill, Tony Vitali, Anes Zekovic","Högsbo Basket|0,1,22,6",0,Amen Jenkins Cheeseman,6,Anes Zekovic,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Amen Jenkins Cheeseman, Isaiah Hill, Tony Vitali, Anes Zekovic","Högsbo Basket|0,1,22,6",1,Isaiah Hill,6,Anes Zekovic,1,3,1,0,1,1.0,3.0
Köping Stars,"Romello White, Tim Jonsson, Marreon Jamar Jackson, Sekou Sylla, Romeo Myrthil","Köping Stars|0,12,3,5,7",7,Romeo Myrthil,3,Marreon Jamar Jackson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Max Andersson, Kaspar Mårtenson, Peter Stümer, Melker Delryd","Uppsala Basket|1,2,21,4,8",1,Vilhelm Bodingh,8,Melker Delryd,1,3,1,0,1,1.0,3.0
Köping Stars,"Rickard Rietz, John Pålsson, Marreon Jamar Jackson, Sekou Sylla, Oliver Cupan","Köping Stars|11,2,3,5,6",2,John Pålsson,3,Marreon Jamar Jackson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Henrik Jädersten, Peter Stümer, Melker Delryd","Uppsala Basket|13,2,3,4,8",8,Melker Delryd,4,Peter Stümer,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Åke Swahn, Max Andersson, Henrik Jädersten, Melker Delryd","Uppsala Basket|13,17,2,3,8",17,Åke Swahn,2,Max Andersson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Åke Swahn, Max Andersson, Henrik Jädersten, Melker Delryd","Uppsala Basket|13,17,2,3,8",13,Niklas Larsson,2,Max Andersson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Åke Swahn, Max Andersson, Henrik Jädersten, Melker Delryd","Uppsala Basket|13,17,2,3,8",8,Melker Delryd,3,Henrik Jädersten,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Max Andersson, Henrik Jädersten, Peter Stümer","Uppsala Basket|1,13,2,3,4",13,Niklas Larsson,4,Peter Stümer,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Olle Stümer, Henrik Jädersten, Peter Stümer, Lukas Friberg, Melker Delryd","Uppsala Basket|27,3,4,5,8",4,Peter Stümer,8,Melker Delryd,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Max Andersson, Henrik Jädersten, Peter Stümer","Uppsala Basket|1,13,2,3,4",13,Niklas Larsson,3,Henrik Jädersten,1,3,1,0,1,1.0,3.0
Köping Stars,"Romello White, John Pålsson, Marreon Jamar Jackson, Sekou Sylla, Oliver Cupan","Köping Stars|0,2,3,5,6",0,Romello White,2,John Pålsson,1,3,1,0,1,1.0,3.0
Köping Stars,"Rickard Rietz, Tim Jonsson, Marreon Jamar Jackson, Sekou Sylla, Oliver Cupan","Köping Stars|11,12,3,5,6",12,Tim Jonsson,3,Marreon Jamar Jackson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Åke Swahn, Kaspar Mårtenson, Olle Stümer, Marcus Stålberg, Vilhelm Jennlinger","Uppsala Basket|17,21,27,32,7",32,Marcus Stålberg,27,Olle Stümer,1,3,1,0,1,1.0,3.0
Umeå Basket,"Adam Rask, William Christopher Dunston Jr, Melker Lindblom, Emanuel Lundmark, Basem Abdulkader","Umeå Basket|11,12,2,7,8",12,William Christopher Dunston Jr,2,Melker Lindblom,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, William Christopher Dunston Jr, Alexander Yemane, Melker Lindblom, Emanuel Lundmark","Umeå Basket|1,12,17,2,7",12,William Christopher Dunston Jr,1,Isac Åhnstrand,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Milutin Vujicic, Markeith Browning II, Alan Zekovic","Sloga Uppsala|10,13,27,3,6",27,Milutin Vujicic,6,Alan Zekovic,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Jonathan Ninkingira, Richie Springs, Marko Dujkovic, Markeith Browning II, Alan Zekovic","Sloga Uppsala|12,2,22,3,6",2,Richie Springs,3,Markeith Browning II,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, William Christopher Dunston Jr, Duko Bos, Emanuel Lundmark, Basem Abdulkader","Umeå Basket|1,12,22,7,8",8,Basem Abdulkader,22,Duko Bos,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Richie Springs, Milutin Vujicic, Milos Bajic","Sloga Uppsala|10,13,2,27,4",27,Milutin Vujicic,13,Dragan Damjanovic,1,3,1,0,1,1.0,3.0
Umeå Basket,"William Christopher Dunston Jr, Alexander Yemane, Melker Lindblom, Duko Bos, Basem Abdulkader","Umeå Basket|12,17,2,22,8",12,William Christopher Dunston Jr,2,Melker Lindblom,1,3,1,0,1,1.0,3.0
Umeå Basket,"Alexander Yemane, Melker Lindblom, Duko Bos, Basem Abdulkader, Isak Andersson","Umeå Basket|17,2,22,8,9",2,Melker Lindblom,17,Alexander Yemane,1,3,1,0,1,1.0,3.0
Umeå Basket,"Alexander Yemane, Melker Lindblom, Duko Bos, Basem Abdulkader, Isak Andersson","Umeå Basket|17,2,22,8,9",9,Isak Andersson,22,Duko Bos,1,3,1,0,1,1.0,3.0
