Team,Player,Stat,Official_Total,Lineup_Sum_Total,Difference,Note
Bristol Flyers,William Yoakum,POINTS,269.0,1129,-860.0,Parsing Error
Bristol Flyers,William Yoakum,FGM,101.0,405,-304.0,Parsing Error
Bristol Flyers,William Yoakum,FGA,197.0,906,-709.0,Parsing Error
Bristol Flyers,William Yoakum,FG3M,24.0,124,-100.0,Parsing Error
Bristol Flyers,William Yoakum,FG3A,65.0,349,-284.0,Parsing Error
Bristol Flyers,William Yoakum,FTM,43.0,195,-152.0,Parsing Error
Bristol Flyers,William Yoakum,FTA,59.0,287,-228.0,Parsing Error
Bristol Flyers,William Yoakum,OREB,24.0,171,-147.0,Parsing Error
Bristol Flyers,William Yoakum,DREB,52.0,383,-331.0,Parsing Error
Bristol Flyers,William Yoakum,AST,23.0,268,-245.0,Parsing Error
Bristol Flyers,William Yoakum,STL,27.0,121,-94.0,Parsing Error
Bristol Flyers,William Yoakum,BLK,9.0,40,-31.0,Parsing Error
Bristol Flyers,William Yoakum,TOV,21.0,174,-153.0,Parsing Error
Bristol Flyers,William Yoakum,PF,43.0,212,-169.0,Parsing Error
Bristol Flyers,Zachary Anderson,POINTS,208.0,1228,-1020.0,Parsing Error
Bristol Flyers,Zachary Anderson,FGM,75.0,445,-370.0,Parsing Error
Bristol Flyers,Zachary Anderson,FGA,188.0,1047,-859.0,Parsing Error
Bristol Flyers,Zachary Anderson,FG3M,35.0,136,-101.0,Parsing Error
Bristol Flyers,Zachary Anderson,FG3A,105.0,407,-302.0,Parsing Error
Bristol Flyers,Zachary Anderson,FTM,23.0,202,-179.0,Parsing Error
Bristol Flyers,Zachary Anderson,FTA,34.0,307,-273.0,Parsing Error
Bristol Flyers,Zachary Anderson,OREB,13.0,196,-183.0,Parsing Error
Bristol Flyers,Zachary Anderson,DREB,92.0,423,-331.0,Parsing Error
Bristol Flyers,Zachary Anderson,AST,45.0,286,-241.0,Parsing Error
Bristol Flyers,Zachary Anderson,STL,17.0,123,-106.0,Parsing Error
Bristol Flyers,Zachary Anderson,BLK,15.0,43,-28.0,Parsing Error
Bristol Flyers,Zachary Anderson,TOV,21.0,209,-188.0,Parsing Error
Bristol Flyers,Zachary Anderson,PF,24.0,251,-227.0,Parsing Error
Bristol Flyers,Cameron Holden,POINTS,189.0,1155,-966.0,Parsing Error
Bristol Flyers,Cameron Holden,FGM,64.0,418,-354.0,Parsing Error
Bristol Flyers,Cameron Holden,FGA,160.0,947,-787.0,Parsing Error
Bristol Flyers,Cameron Holden,FG3M,12.0,129,-117.0,Parsing Error
Bristol Flyers,Cameron Holden,FG3A,40.0,375,-335.0,Parsing Error
Bristol Flyers,Cameron Holden,FTM,49.0,190,-141.0,Parsing Error
Bristol Flyers,Cameron Holden,FTA,92.0,291,-199.0,Parsing Error
Bristol Flyers,Cameron Holden,OREB,52.0,188,-136.0,Parsing Error
Bristol Flyers,Cameron Holden,DREB,60.0,387,-327.0,Parsing Error
Bristol Flyers,Cameron Holden,AST,94.0,271,-177.0,Parsing Error
Bristol Flyers,Cameron Holden,STL,36.0,129,-93.0,Parsing Error
Bristol Flyers,Cameron Holden,BLK,6.0,36,-30.0,Parsing Error
Bristol Flyers,Cameron Holden,TOV,40.0,188,-148.0,Parsing Error
Bristol Flyers,Cameron Holden,PF,55.0,238,-183.0,Parsing Error
Bristol Flyers,Owen Mccormack,POINTS,190.0,839,-649.0,Parsing Error
Bristol Flyers,Owen Mccormack,FGM,63.0,290,-227.0,Parsing Error
Bristol Flyers,Owen Mccormack,FGA,121.0,683,-562.0,Parsing Error
Bristol Flyers,Owen Mccormack,FG3M,37.0,98,-61.0,Parsing Error
Bristol Flyers,Owen Mccormack,FG3A,78.0,298,-220.0,Parsing Error
Bristol Flyers,Owen Mccormack,FTM,27.0,161,-134.0,Parsing Error
Bristol Flyers,Owen Mccormack,FTA,35.0,243,-208.0,Parsing Error
Bristol Flyers,Owen Mccormack,OREB,19.0,132,-113.0,Parsing Error
Bristol Flyers,Owen Mccormack,DREB,78.0,299,-221.0,Parsing Error
Bristol Flyers,Owen Mccormack,AST,32.0,202,-170.0,Parsing Error
Bristol Flyers,Owen Mccormack,STL,10.0,87,-77.0,Parsing Error
Bristol Flyers,Owen Mccormack,BLK,6.0,34,-28.0,Parsing Error
Bristol Flyers,Owen Mccormack,TOV,28.0,137,-109.0,Parsing Error
Bristol Flyers,Owen Mccormack,PF,46.0,172,-126.0,Parsing Error
Bristol Flyers,Joseph Anderson,POINTS,276.0,1271,-995.0,Parsing Error
Bristol Flyers,Joseph Anderson,FGM,103.0,464,-361.0,Parsing Error
Bristol Flyers,Joseph Anderson,FGA,247.0,1070,-823.0,Parsing Error
Bristol Flyers,Joseph Anderson,FG3M,45.0,140,-95.0,Parsing Error
Bristol Flyers,Joseph Anderson,FG3A,142.0,430,-288.0,Parsing Error
Bristol Flyers,Joseph Anderson,FTM,25.0,203,-178.0,Parsing Error
Bristol Flyers,Joseph Anderson,FTA,34.0,317,-283.0,Parsing Error
Bristol Flyers,Joseph Anderson,OREB,10.0,196,-186.0,Parsing Error
Bristol Flyers,Joseph Anderson,DREB,43.0,430,-387.0,Parsing Error
Bristol Flyers,Joseph Anderson,AST,103.0,297,-194.0,Parsing Error
Bristol Flyers,Joseph Anderson,STL,40.0,140,-100.0,Parsing Error
Bristol Flyers,Joseph Anderson,BLK,1.0,45,-44.0,Parsing Error
Bristol Flyers,Joseph Anderson,TOV,32.0,201,-169.0,Parsing Error
Bristol Flyers,Joseph Anderson,PF,25.0,268,-243.0,Parsing Error
Bristol Flyers,Jonathan Brown,POINTS,152.0,722,-570.0,Parsing Error
Bristol Flyers,Jonathan Brown,FGM,49.0,254,-205.0,Parsing Error
Bristol Flyers,Jonathan Brown,FGA,142.0,597,-455.0,Parsing Error
Bristol Flyers,Jonathan Brown,FG3M,16.0,71,-55.0,Parsing Error
Bristol Flyers,Jonathan Brown,FG3A,63.0,221,-158.0,Parsing Error
Bristol Flyers,Jonathan Brown,FTM,38.0,143,-105.0,Parsing Error
Bristol Flyers,Jonathan Brown,FTA,50.0,207,-157.0,Parsing Error
Bristol Flyers,Jonathan Brown,OREB,7.0,112,-105.0,Parsing Error
Bristol Flyers,Jonathan Brown,DREB,30.0,255,-225.0,Parsing Error
Bristol Flyers,Jonathan Brown,AST,27.0,163,-136.0,Parsing Error
Bristol Flyers,Jonathan Brown,STL,8.0,63,-55.0,Parsing Error
Bristol Flyers,Jonathan Brown,BLK,3.0,30,-27.0,Parsing Error
Bristol Flyers,Jonathan Brown,TOV,33.0,132,-99.0,Parsing Error
Bristol Flyers,Jonathan Brown,PF,15.0,152,-137.0,Parsing Error
Bristol Flyers,Marcus Delpeche,POINTS,145.0,573,-428.0,Parsing Error
Bristol Flyers,Marcus Delpeche,FGM,60.0,212,-152.0,Parsing Error
Bristol Flyers,Marcus Delpeche,FGA,111.0,498,-387.0,Parsing Error
Bristol Flyers,Marcus Delpeche,FG3M,1.0,54,-53.0,Parsing Error
Bristol Flyers,Marcus Delpeche,FG3A,1.0,174,-173.0,Parsing Error
Bristol Flyers,Marcus Delpeche,FTM,24.0,95,-71.0,Parsing Error
Bristol Flyers,Marcus Delpeche,FTA,39.0,142,-103.0,Parsing Error
Bristol Flyers,Marcus Delpeche,OREB,40.0,99,-59.0,Parsing Error
Bristol Flyers,Marcus Delpeche,DREB,47.0,191,-144.0,Parsing Error
Bristol Flyers,Marcus Delpeche,AST,15.0,141,-126.0,Parsing Error
Bristol Flyers,Marcus Delpeche,STL,12.0,65,-53.0,Parsing Error
Bristol Flyers,Marcus Delpeche,BLK,4.0,17,-13.0,Parsing Error
Bristol Flyers,Marcus Delpeche,TOV,26.0,101,-75.0,Parsing Error
Bristol Flyers,Marcus Delpeche,PF,44.0,131,-87.0,Parsing Error
Bristol Flyers,Milos Dugalic,POINTS,64.0,480,-416.0,Parsing Error
Bristol Flyers,Milos Dugalic,FGM,22.0,169,-147.0,Parsing Error
Bristol Flyers,Milos Dugalic,FGA,78.0,428,-350.0,Parsing Error
Bristol Flyers,Milos Dugalic,FG3M,6.0,45,-39.0,Parsing Error
Bristol Flyers,Milos Dugalic,FG3A,26.0,152,-126.0,Parsing Error
Bristol Flyers,Milos Dugalic,FTM,14.0,97,-83.0,Parsing Error
Bristol Flyers,Milos Dugalic,FTA,24.0,150,-126.0,Parsing Error
Bristol Flyers,Milos Dugalic,OREB,15.0,91,-76.0,Parsing Error
Bristol Flyers,Milos Dugalic,DREB,42.0,182,-140.0,Parsing Error
Bristol Flyers,Milos Dugalic,AST,17.0,116,-99.0,Parsing Error
Bristol Flyers,Milos Dugalic,STL,11.0,59,-48.0,Parsing Error
Bristol Flyers,Milos Dugalic,BLK,3.0,15,-12.0,Parsing Error
Bristol Flyers,Milos Dugalic,TOV,21.0,101,-80.0,Parsing Error
Bristol Flyers,Milos Dugalic,PF,32.0,120,-88.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,POINTS,11.0,132,-121.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,FGM,4.0,44,-40.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,FGA,18.0,129,-111.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,FG3M,2.0,15,-13.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,FG3A,14.0,59,-45.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,FTM,1.0,29,-28.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,FTA,2.0,42,-40.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,OREB,2.0,27,-25.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,DREB,3.0,45,-42.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,AST,3.0,30,-27.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,STL,0.0,13,-13.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,BLK,0.0,3,-3.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,TOV,5.0,25,-20.0,Parsing Error
Bristol Flyers,Pasquale Landolfi,PF,10.0,40,-30.0,Parsing Error
Bristol Flyers,Darnell Brodie,POINTS,152.0,700,-548.0,Parsing Error
Bristol Flyers,Darnell Brodie,FGM,54.0,251,-197.0,Parsing Error
Bristol Flyers,Darnell Brodie,FGA,119.0,565,-446.0,Parsing Error
Bristol Flyers,Darnell Brodie,FG3M,1.0,76,-75.0,Parsing Error
Bristol Flyers,Darnell Brodie,FG3A,5.0,214,-209.0,Parsing Error
Bristol Flyers,Darnell Brodie,FTM,43.0,122,-79.0,Parsing Error
Bristol Flyers,Darnell Brodie,FTA,65.0,192,-127.0,Parsing Error
Bristol Flyers,Darnell Brodie,OREB,39.0,106,-67.0,Parsing Error
Bristol Flyers,Darnell Brodie,DREB,79.0,247,-168.0,Parsing Error
Bristol Flyers,Darnell Brodie,AST,25.0,164,-139.0,Parsing Error
Bristol Flyers,Darnell Brodie,STL,12.0,69,-57.0,Parsing Error
Bristol Flyers,Darnell Brodie,BLK,11.0,24,-13.0,Parsing Error
Bristol Flyers,Darnell Brodie,TOV,31.0,122,-91.0,Parsing Error
Bristol Flyers,Darnell Brodie,PF,52.0,158,-106.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,POINTS,286.0,1275,-989.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,FGM,105.0,460,-355.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,FGA,225.0,968,-743.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,FG3M,47.0,129,-82.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,FG3A,116.0,343,-227.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,FTM,29.0,226,-197.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,FTA,37.0,320,-283.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,OREB,9.0,147,-138.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,DREB,69.0,450,-381.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,AST,57.0,272,-215.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,STL,19.0,92,-73.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,BLK,18.0,63,-45.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,TOV,23.0,204,-181.0,Parsing Error
B. Braun Sheffield Sharks,Dirk Williams,PF,35.0,280,-245.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,POINTS,182.0,775,-593.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,FGM,60.0,277,-217.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,FGA,163.0,607,-444.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,FG3M,24.0,86,-62.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,FG3A,77.0,242,-165.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,FTM,38.0,135,-97.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,FTA,43.0,191,-148.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,OREB,5.0,92,-87.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,DREB,42.0,252,-210.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,AST,57.0,175,-118.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,STL,12.0,60,-48.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,BLK,1.0,27,-26.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,TOV,24.0,103,-79.0,Parsing Error
B. Braun Sheffield Sharks,Prentiss Nixon,PF,26.0,162,-136.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,POINTS,161.0,822,-661.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,FGM,61.0,290,-229.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,FGA,113.0,600,-487.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,FG3M,23.0,94,-71.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,FG3A,51.0,232,-181.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,FTM,16.0,148,-132.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,FTA,25.0,217,-192.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,OREB,25.0,92,-67.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,DREB,91.0,282,-191.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,AST,17.0,181,-164.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,STL,14.0,44,-30.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,BLK,19.0,42,-23.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,TOV,11.0,116,-105.0,Parsing Error
B. Braun Sheffield Sharks,William Lee,PF,36.0,173,-137.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,POINTS,86.0,1015,-929.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,FGM,32.0,365,-333.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,FGA,70.0,777,-707.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,FG3M,13.0,91,-78.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,FG3A,37.0,258,-221.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,FTM,9.0,194,-185.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,FTA,16.0,267,-251.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,OREB,20.0,125,-105.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,DREB,36.0,350,-314.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,AST,24.0,213,-189.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,STL,19.0,76,-57.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,BLK,4.0,39,-35.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,TOV,17.0,172,-155.0,Parsing Error
B. Braun Sheffield Sharks,Jordan Ratinho,PF,43.0,223,-180.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,POINTS,149.0,704,-555.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,FGM,57.0,252,-195.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,FGA,96.0,530,-434.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,FG3M,3.0,70,-67.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,FG3A,13.0,186,-173.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,FTM,32.0,130,-98.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,FTA,63.0,196,-133.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,OREB,27.0,72,-45.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,DREB,73.0,259,-186.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,AST,27.0,168,-141.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,STL,8.0,53,-45.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,BLK,15.0,44,-29.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,TOV,28.0,125,-97.0,Parsing Error
B. Braun Sheffield Sharks,Jalen Deloach,PF,51.0,168,-117.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,POINTS,263.0,998,-735.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,FGM,79.0,359,-280.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,FGA,190.0,748,-558.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,FG3M,34.0,92,-58.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,FG3A,83.0,251,-168.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,FTM,71.0,188,-117.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,FTA,90.0,267,-177.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,OREB,10.0,118,-108.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,DREB,55.0,329,-274.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,AST,88.0,217,-129.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,STL,22.0,76,-54.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,BLK,2.0,35,-33.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,TOV,44.0,159,-115.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Chatman Iii,PF,47.0,220,-173.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,POINTS,140.0,473,-333.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,FGM,52.0,174,-122.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,FGA,108.0,379,-271.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,FG3M,7.0,44,-37.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,FG3A,18.0,124,-106.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,FTM,29.0,81,-52.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,FTA,36.0,123,-87.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,OREB,14.0,70,-56.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,DREB,54.0,158,-104.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,AST,12.0,114,-102.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,STL,4.0,38,-34.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,BLK,2.0,19,-17.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,TOV,24.0,66,-42.0,Parsing Error
B. Braun Sheffield Sharks,Mervin James,PF,19.0,106,-87.0,Parsing Error
B. Braun Sheffield Sharks,Reyad West,POINTS,2.0,7,-5.0,Parsing Error
B. Braun Sheffield Sharks,Reyad West,FGM,1.0,3,-2.0,Parsing Error
B. Braun Sheffield Sharks,Reyad West,FGA,1.0,5,-4.0,Parsing Error
B. Braun Sheffield Sharks,Reyad West,FG3M,0.0,1,-1.0,Parsing Error
B. Braun Sheffield Sharks,Reyad West,FG3A,0.0,3,-3.0,Parsing Error
B. Braun Sheffield Sharks,Reyad West,DREB,0.0,1,-1.0,Parsing Error
B. Braun Sheffield Sharks,Reyad West,AST,0.0,3,-3.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,POINTS,74.0,583,-509.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,FGM,30.0,212,-182.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,FGA,75.0,481,-406.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,FG3M,8.0,60,-52.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,FG3A,27.0,164,-137.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,FTM,6.0,99,-93.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,FTA,6.0,136,-130.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,OREB,4.0,82,-78.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,DREB,16.0,209,-193.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,AST,19.0,115,-96.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,STL,4.0,32,-28.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,BLK,2.0,28,-26.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,TOV,9.0,73,-64.0,Parsing Error
B. Braun Sheffield Sharks,Rodney Glasgow Jr,PF,13.0,124,-111.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,POINTS,61.0,543,-482.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,FGM,26.0,199,-173.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,FGA,45.0,426,-381.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,FG3M,0.0,50,-50.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,FG3A,0.0,142,-142.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,FTM,9.0,95,-86.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,FTA,16.0,132,-116.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,OREB,35.0,84,-49.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,DREB,21.0,171,-150.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,AST,4.0,97,-93.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,STL,4.0,45,-41.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,BLK,2.0,16,-14.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,TOV,16.0,74,-58.0,Parsing Error
B. Braun Sheffield Sharks,Mike Ochereobia,PF,38.0,110,-72.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,POINTS,209.0,870,-661.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,FGM,80.0,324,-244.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,FGA,152.0,669,-517.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,FG3M,1.0,83,-82.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,FG3A,12.0,225,-213.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,FTM,48.0,139,-91.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,FTA,82.0,221,-139.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,OREB,19.0,113,-94.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,DREB,61.0,299,-238.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,AST,41.0,175,-134.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,STL,11.0,69,-58.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,BLK,7.0,47,-40.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,TOV,37.0,123,-86.0,Parsing Error
B. Braun Sheffield Sharks,Nick Kern Jr,PF,42.0,178,-136.0,Parsing Error
Leicester Riders,Travis Evee,POINTS,168.0,735,-567.0,Parsing Error
Leicester Riders,Travis Evee,FGM,53.0,250,-197.0,Parsing Error
Leicester Riders,Travis Evee,FGA,129.0,593,-464.0,Parsing Error
Leicester Riders,Travis Evee,FG3M,29.0,89,-60.0,Parsing Error
Leicester Riders,Travis Evee,FG3A,73.0,256,-183.0,Parsing Error
Leicester Riders,Travis Evee,FTM,33.0,146,-113.0,Parsing Error
Leicester Riders,Travis Evee,FTA,42.0,196,-154.0,Parsing Error
Leicester Riders,Travis Evee,OREB,5.0,105,-100.0,Parsing Error
Leicester Riders,Travis Evee,DREB,26.0,263,-237.0,Parsing Error
Leicester Riders,Travis Evee,AST,57.0,161,-104.0,Parsing Error
Leicester Riders,Travis Evee,STL,20.0,58,-38.0,Parsing Error
Leicester Riders,Travis Evee,BLK,1.0,30,-29.0,Parsing Error
Leicester Riders,Travis Evee,TOV,39.0,157,-118.0,Parsing Error
Leicester Riders,Travis Evee,PF,23.0,150,-127.0,Parsing Error
Leicester Riders,Emmanuel Akot,POINTS,58.0,402,-344.0,Parsing Error
Leicester Riders,Emmanuel Akot,FGM,23.0,137,-114.0,Parsing Error
Leicester Riders,Emmanuel Akot,FGA,61.0,299,-238.0,Parsing Error
Leicester Riders,Emmanuel Akot,FG3M,7.0,55,-48.0,Parsing Error
Leicester Riders,Emmanuel Akot,FG3A,20.0,128,-108.0,Parsing Error
Leicester Riders,Emmanuel Akot,FTM,5.0,73,-68.0,Parsing Error
Leicester Riders,Emmanuel Akot,FTA,6.0,104,-98.0,Parsing Error
Leicester Riders,Emmanuel Akot,OREB,9.0,40,-31.0,Parsing Error
Leicester Riders,Emmanuel Akot,DREB,21.0,150,-129.0,Parsing Error
Leicester Riders,Emmanuel Akot,AST,17.0,94,-77.0,Parsing Error
Leicester Riders,Emmanuel Akot,STL,4.0,36,-32.0,Parsing Error
Leicester Riders,Emmanuel Akot,BLK,0.0,14,-14.0,Parsing Error
Leicester Riders,Emmanuel Akot,TOV,9.0,87,-78.0,Parsing Error
Leicester Riders,Emmanuel Akot,PF,13.0,76,-63.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,POINTS,92.0,553,-461.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,FGM,34.0,190,-156.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,FGA,75.0,429,-354.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,FG3M,10.0,55,-45.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,FG3A,29.0,176,-147.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,FTM,14.0,118,-104.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,FTA,18.0,157,-139.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,OREB,18.0,80,-62.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,DREB,40.0,175,-135.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,AST,20.0,121,-101.0,Parsing Error
Leicester Riders,Olutomiwa Sulaiman,STL,9.0,39,-30.0,Parsing Error
