country,league,season,scraped_at,Player,player_url,player_name,height,position,age,GP,EFF,MPG,PPG,RPG,ORB,DRB,APG,BPG,SPG,PF,FTA,FTM,FT_pct,2PA,2PM,2P_pct,3PA,3PM,3P_pct,TO,team,team_abbrev,team_url
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:27.275417,Fernandez Izan 198-F-17,https://basketball.eurobasket.com/player/Fernandez-Izan/701052,Izan Fernandez,198,F,17,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfinden,ALFI,https://basketball.eurobasket.com/team/Alfinden-CB-Zaragoza/48631
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:27.640371,Fernandez Jaime 184-G-23,https://basketball.eurobasket.com/player/Fernandez-Jaime/670167,Jaime Fernandez,184,G,23,9,12.4,28.7,14.9,3.1,0.4,2.7,2.4,0.1,1.3,2.3,4.8,2.9,60.4,5.6,3.3,58.9,5.8,1.8,31.0,3.7,Moraleja,MORA,https://basketball.eurobasket.com/team/Hache-Publicidad-Moraleja/67319
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:27.998839,Fernandez Javier 200-F-21,https://basketball.eurobasket.com/player/Fernandez-Javier/590316,Javier Fernandez,200,F,21,12,15.5,35.0,16.1,7.0,1.4,5.6,1.4,0.3,1.4,3.2,5.2,3.4,65.4,6.8,3.3,48.5,6.5,2.0,30.8,2.0,Huerva,HUER,https://basketball.eurobasket.com/team/CB-Cuarte-de-Huerva/69177
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:28.342018,Fernandez Jorge 201-F/C-28,https://basketball.eurobasket.com/player/Fernandez-Jorge/341944,Jorge Fernandez,201,F/C,28,12,4.0,23.4,7.6,2.8,1.0,1.8,0.8,0.3,0.4,1.8,1.3,0.6,46.2,5.7,2.5,43.9,2.6,0.7,26.9,1.2,Culleredo,CULL,https://basketball.eurobasket.com/team/Traumacor-Culleredo/31297
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:28.691346,Fernandez Jorge 201-F/C-31,https://basketball.eurobasket.com/player/Fernandez-Jorge/449575,Jorge Fernandez,201,F/C,31,1,2.0,18.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,Culleredo,CULL,https://basketball.eurobasket.com/team/Traumacor-Culleredo/31297
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:29.058253,Fernandez Jorge,https://basketball.eurobasket.com/player/Fernandez-Jorge/797267,Jorge Fernandez,,,,5,0.6,8.2,1.2,0.4,0.2,0.2,0.4,0.0,0.2,0.4,0.4,0.0,0.0,0.4,0.0,0.0,1.2,0.4,33.3,0.4,Culleredo,CULL,https://basketball.eurobasket.com/team/Traumacor-Culleredo/31297
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:29.480275,Fernandez Marcos -21,https://basketball.eurobasket.com/player/Fernandez-Marcos/751904,Marcos Fernandez,,,,9,1.4,11.1,1.2,1.2,0.2,1.0,1.0,0.0,0.2,0.7,0.2,0.0,0.0,0.6,0.1,16.7,0.7,0.3,42.9,1.2,Montemar,MONT,https://basketball.eurobasket.com/team/CA-Montemar-Alicante/73085
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:29.858500,Fernandez Marcos,https://basketball.eurobasket.com/player/Fernandez-Marcos/798009,Marcos Fernandez,,,,4,5.8,27.0,7.5,4.5,1.3,3.3,0.8,0.3,1.0,1.5,3.0,1.5,50.0,5.3,2.3,43.4,3.3,0.5,15.2,2.3,Montemar,MONT,https://basketball.eurobasket.com/team/CA-Montemar-Alicante/73085
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:30.247891,Fernandez Martin -23,https://basketball.eurobasket.com/player/Fernandez-Martin/669071,Martin Fernandez,,,,8,4.4,11.5,4.4,2.4,0.4,2.0,1.0,0.0,0.3,1.5,2.9,1.6,55.2,1.6,1.0,62.5,1.3,0.3,23.1,1.1,Marbella,MARB,https://basketball.eurobasket.com/team/Hospital-Ochoa-CB-Marbella/1314
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:30.633233,Fernandez Mateo 193-F-30,https://basketball.eurobasket.com/player/Fernandez-Mateo/664335,Mateo Fernandez,193,F,30,6,6.5,31.0,8.2,6.3,1.5,4.8,2.3,0.0,1.7,2.5,2.0,1.3,65.0,5.0,2.2,44.0,5.8,0.8,13.8,2.5,Montemar,MONT,https://basketball.eurobasket.com/team/CA-Montemar-Alicante/73085
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:30.986316,Fernandez Mateo,https://basketball.eurobasket.com/player/Fernandez-Mateo/800577,Mateo Fernandez,,,,2,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Montemar,MONT,https://basketball.eurobasket.com/team/CA-Montemar-Alicante/73085
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:31.374952,Fernandez Oihan,https://basketball.eurobasket.com/player/Fernandez-Oihan/734340,Oihan Fernandez,,,,4,-0.5,8.5,2.0,0.8,0.3,0.5,0.0,0.0,0.8,1.5,0.5,0.3,60.0,1.5,0.5,33.3,1.0,0.3,30.0,1.3,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:31.767199,Fernandez Pablo 201-F-26,https://basketball.eurobasket.com/player/Fernandez-Pablo/457453,Pablo Fernandez,201,F,26,12,9.4,29.8,13.0,2.3,0.8,1.5,0.8,0.2,0.4,1.8,4.7,3.8,80.9,2.0,0.8,40.0,7.8,2.5,32.1,0.8,Pas Pielagos,PAS ,https://basketball.eurobasket.com/team/Construcciones-Gonzalo-Crespo-Pas-Pielagos/1355
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:32.171836,Fernandez Pablo,https://basketball.eurobasket.com/player/Fernandez-Pablo/797247,Pablo Fernandez,,,,5,-0.2,5.4,0.6,0.4,0.0,0.4,0.4,0.0,0.2,0.6,0.8,0.2,25.0,0.2,0.2,100.0,0.4,0.0,0.0,0.6,Pas Pielagos,PAS ,https://basketball.eurobasket.com/team/Construcciones-Gonzalo-Crespo-Pas-Pielagos/1355
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:32.570233,Fernandez Pablo,https://basketball.eurobasket.com/player/Fernandez-Pablo/797282,Pablo Fernandez,,,,12,18.6,28.5,21.5,5.1,0.3,4.8,1.8,0.3,1.6,1.8,5.9,4.1,69.5,8.3,4.3,51.8,9.8,2.9,29.6,2.9,Pas Pielagos,PAS ,https://basketball.eurobasket.com/team/Construcciones-Gonzalo-Crespo-Pas-Pielagos/1355
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:32.941973,Fernandez Pablo,https://basketball.eurobasket.com/player/Fernandez-Pablo/810182,Pablo Fernandez,,,,6,12.2,25.0,12.7,3.8,0.3,3.5,1.5,0.5,1.5,2.5,1.2,1.0,83.3,4.5,2.3,51.1,5.0,2.3,46.0,1.3,Pas Pielagos,PAS ,https://basketball.eurobasket.com/team/Construcciones-Gonzalo-Crespo-Pas-Pielagos/1355
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:33.333059,Fernandez Pedro 178-G-23,https://basketball.eurobasket.com/player/Fernandez-Pedro/530180,Pedro Fernandez,178,G,23,10,7.6,33.3,10.6,2.4,0.1,2.3,4.5,0.0,1.0,2.6,2.1,2.0,95.2,7.8,2.8,35.9,4.9,1.0,20.4,2.5,Estudiantes L.,ESTU,https://basketball.eurobasket.com/team/Estudiantes-Lugo-Rio-de-Galicia/1349
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:33.793198,Fernandez Raul 190-F-32,https://basketball.eurobasket.com/player/Fernandez-Raul/301649,Raul Fernandez,190,F,32,12,6.3,17.2,7.3,3.3,1.1,2.2,0.7,0.1,1.6,2.6,1.9,1.3,68.4,1.8,0.8,44.4,4.8,1.5,31.3,0.6,Oviedo,OVIE,https://basketball.eurobasket.com/team/AD-Universidad-de-Oviedo/14311
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:34.549823,Fernandez Ruben,https://basketball.eurobasket.com/player/Fernandez-Ruben/762492,Ruben Fernandez,,,,11,3.7,20.5,6.1,2.4,0.2,2.2,1.7,0.0,1.2,2.8,2.2,1.4,63.6,3.8,1.5,39.5,3.7,0.5,13.5,1.3,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:35.319819,Fernandez Unai 185-G,https://basketball.eurobasket.com/player/Fernandez-Unai/642701,Unai Fernandez,185,G,,8,2.9,11.4,4.9,2.6,0.9,1.8,0.6,0.3,0.3,2.9,1.1,0.6,54.5,4.5,2.1,46.7,0.0,0.0,0.0,1.1,Cornella,CORN,https://basketball.eurobasket.com/team/CB-Cornella/1325
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:36.160547,Fernandez Victor 190-G-27,https://basketball.eurobasket.com/player/Fernandez-Victor/482829,Victor Fernandez,190,G,27,12,9.6,28.2,5.8,6.1,0.8,5.3,2.4,0.4,1.3,2.3,1.5,0.8,53.3,5.2,2.3,44.2,1.5,0.1,6.7,2.3,Es Castell,ES C,https://basketball.eurobasket.com/team/SA-Tintina-CB-Es-Castel/61024
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:37.179953,Fernandez Victor 180-PG-20,https://basketball.eurobasket.com/player/Fernandez-Victor/668782,Victor Fernandez,180,PG,20,9,4.7,19.2,5.0,1.7,0.7,1.0,1.6,0.1,1.1,1.1,2.4,1.1,45.8,2.0,1.1,55.0,1.7,0.6,35.3,2.1,Es Castell,ES C,https://basketball.eurobasket.com/team/SA-Tintina-CB-Es-Castel/61024
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:38.334565,Ferragut Antonio 196-F-32,https://basketball.eurobasket.com/player/Ferragut-Antonio/342071,Antonio Ferragut,196,F,32,10,16.2,32.4,16.2,6.3,1.2,5.1,2.7,0.0,1.1,3.3,3.3,2.7,81.8,7.0,3.9,55.7,4.2,1.9,45.2,2.8,Cartagena Est.,CART,https://basketball.eurobasket.com/team/Estudiantes-Cartagena-CB/3222
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:39.060801,Ferrandez Joseba,https://basketball.eurobasket.com/player/Ferrandez-Joseba/797236,Joseba Ferrandez,,,,8,1.1,7.5,1.8,0.8,0.4,0.4,0.3,0.0,0.1,0.8,0.5,0.4,80.0,1.1,0.5,45.5,0.4,0.1,25.0,0.1,Baskonia B,BASK,https://basketball.eurobasket.com/team/Grupo-Eleyco-Baskonia-2nd-team/3917
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:39.544596,Ferrari Gabriele,https://basketball.eurobasket.com/player/Ferrari-Gabriele/817126,Gabriele Ferrari,,,,1,3.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,0.0,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:40.181931,Ferrer Ferran -24,https://basketball.eurobasket.com/player/Ferrer-Ferran/752476,Ferran Ferrer,,,,12,8.3,19.8,7.7,3.8,1.0,2.8,1.6,0.1,1.2,2.4,2.2,1.6,72.7,2.8,1.4,50.0,3.4,1.1,32.4,1.4,Almassera,ALMA,https://basketball.eurobasket.com/team/CB-Jovens-Almassera/70792
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:40.636734,Ferri Pablo,https://basketball.eurobasket.com/player/Ferri-Pablo/753683,Pablo Ferri,,,,9,10.8,24.6,13.2,2.8,0.7,2.1,1.1,0.8,1.8,1.7,4.3,3.1,72.1,5.8,2.9,50.0,5.8,1.4,24.1,1.8,Godella,GODE,https://basketball.eurobasket.com/team/Ricasa-Godella/70743
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:41.077344,Ferrisi Mateo,https://basketball.eurobasket.com/player/Ferrisi-Mateo/800564,Mateo Ferrisi,,,,3,1.0,2.3,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adesavi,ADES,https://basketball.eurobasket.com/team/Adesavi-San-Vicente/4411
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:41.490355,Ferriz Alberto,https://basketball.eurobasket.com/player/Ferriz-Alberto/711640,Alberto Ferriz,,,,11,0.1,23.0,4.2,1.9,0.5,1.5,0.8,0.0,0.6,2.7,0.4,0.3,75.0,2.8,1.3,46.4,3.2,0.5,15.6,0.6,Lucentum,LUCE,https://basketball.eurobasket.com/team/UA-Fundacion-Lucentum-Alicante/31304
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:41.928064,Figueras Adri,https://basketball.eurobasket.com/player/Figueras-Adri/722114,Adri Figueras,,,,6,1.5,9.5,1.8,1.3,0.2,1.2,0.8,0.0,0.7,1.2,1.3,0.8,61.5,1.5,0.5,33.3,0.2,0.0,0.0,1.0,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:42.309706,Filgueira Alvaro 201-PF-29,https://basketball.eurobasket.com/player/Filgueira-Alvaro/377921,Alvaro Filgueira,201,PF,29,12,10.9,15.6,6.8,6.4,2.4,4.0,0.9,0.0,0.8,2.3,2.6,1.5,57.7,4.8,2.7,56.3,0.3,0.0,0.0,0.6,Marin,MARI,https://basketball.eurobasket.com/team/Oposita-Marin-Ence-PeixeGalego/10230
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:42.645478,Fini Ivan,https://basketball.eurobasket.com/player/Fini-Ivan/798692,Ivan Fini,,,,6,0.2,8.2,1.5,0.8,0.2,0.7,0.2,0.2,0.0,0.8,0.3,0.3,100.0,0.8,0.3,37.5,0.7,0.2,28.6,0.7,Boadilla,BOAD,https://basketball.eurobasket.com/team/ADC-Boadilla-Del-Monte/61027
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:43.176743,Floren Daniel,https://basketball.eurobasket.com/player/Floren-Daniel/800660,Daniel Floren,,,,8,6.0,20.1,5.1,3.4,2.3,1.1,1.3,0.0,0.9,1.6,1.9,1.3,68.4,4.1,1.8,43.9,0.6,0.1,16.7,1.1,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:48:43.661869,Flores Diego,https://basketball.eurobasket.com/player/Flores-Diego/797335,Diego Flores,,,,12,0.8,13.8,1.9,1.9,0.9,1.0,0.4,0.0,0.4,2.1,0.6,0.4,66.7,1.7,0.5,29.4,0.4,0.2,50.0,0.6,La Matanza,LA M,https://basketball.eurobasket.com/team/CB-La-Matanza-CBA/15447
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:16.713729,Flores Luis,https://basketball.eurobasket.com/player/Flores-Luis/722730,Luis Flores,,,,3,2.0,10.3,2.0,0.7,0.3,0.3,0.0,0.0,0.0,0.7,0.7,0.7,100.0,0.7,0.7,100.0,0.3,0.0,0.0,0.3,La Matanza,LA M,https://basketball.eurobasket.com/team/CB-La-Matanza-CBA/15447
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:17.224401,Fluxa Pau,https://basketball.eurobasket.com/player/Fluxa-Pau/752381,Pau Fluxa,,,,11,5.1,15.8,6.5,3.6,0.9,2.7,0.5,0.0,1.3,2.3,1.6,0.9,56.3,3.8,1.5,39.5,1.8,0.8,44.4,1.8,D'Inca,D'IN,https://basketball.eurobasket.com/team/FibWi-Basquet-Citutat-DInca/69178
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:17.603852,Folch Xavier -25,https://basketball.eurobasket.com/player/Folch-Xavier/711354,Xavier Folch,,,,8,1.4,7.8,1.1,0.9,0.3,0.6,0.4,0.0,0.8,0.5,0.3,0.3,100.0,0.5,0.3,60.0,1.0,0.1,10.0,0.5,Betanzos,BETA,https://basketball.eurobasket.com/team/Ineltron-Santo-Domingo-Betanzos/17280
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:17.977145,Fole Sergio,https://basketball.eurobasket.com/player/Fole-Sergio/814284,Sergio Fole,,,,1,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,Fuenlabrada 2,FUEN,https://basketball.eurobasket.com/team/Flexicar-Fuenlabrada-Madrid-2nd-team/1995
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:18.347577,Fons Carles 189-SG-35,https://basketball.eurobasket.com/player/Fons-Carles/373507,Carles Fons,189,SG,35,12,8.5,25.7,11.2,2.5,0.5,2.0,1.8,0.2,1.4,2.3,2.8,1.6,57.1,3.9,1.7,43.6,5.9,2.1,35.6,0.8,Igualada,IGUA,https://basketball.eurobasket.com/team/Monbus-CB-Igualada/3198
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:18.709984,Font Arnau -21,https://basketball.eurobasket.com/player/Font-Arnau/711356,Arnau Font,,,,10,7.7,20.3,10.4,2.5,0.5,2.0,1.8,0.1,0.5,2.2,2.0,1.3,65.0,3.7,2.6,70.3,4.7,1.3,27.7,1.4,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:19.087024,Font David 192-G-26,https://basketball.eurobasket.com/player/Font-David/437647,David Font,192,G,26,11,13.2,22.7,15.3,3.5,0.5,3.0,1.2,0.1,0.5,2.2,4.2,3.3,78.6,3.4,1.4,41.2,7.0,3.1,44.3,1.4,L'Hospitalet,L'HO,https://basketball.eurobasket.com/team/Sanda-Electroclima-CB-LHospitalet/1352
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:19.436846,Font Guillem,https://basketball.eurobasket.com/player/Font-Guillem/764509,Guillem Font,,,,6,2.2,5.3,1.3,0.8,0.2,0.7,1.0,0.0,0.2,0.2,0.0,0.0,0.0,1.2,0.7,58.3,0.5,0.0,0.0,0.0,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:19.816711,Font Llibert,https://basketball.eurobasket.com/player/Font-Llibert/804012,Llibert Font,,,,1,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,Navas,NAVA,https://basketball.eurobasket.com/team/CB-Navas-Viscola/1357
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:20.203424,Fontanals Marc 198-F-33,https://basketball.eurobasket.com/player/Fontanals-Marc/214425,Marc Fontanals,198,F,33,12,10.5,24.9,9.5,3.3,1.1,2.3,0.9,0.0,0.8,1.4,4.4,3.2,72.7,5.6,2.9,51.8,0.8,0.2,25.0,1.6,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:20.554943,Forner Oscar,https://basketball.eurobasket.com/player/Forner-Oscar/798035,Oscar Forner,,,,8,-0.3,4.8,0.6,0.8,0.1,0.6,0.3,0.0,0.1,0.6,0.3,0.3,100.0,0.3,0.0,0.0,0.8,0.1,12.5,0.6,Peniscola,PENI,https://basketball.eurobasket.com/team/Basquet-Club-Peniscola/72686
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:20.928211,Fortes Alejandro 204-C/F-35,https://basketball.eurobasket.com/player/Fortes-Alejandro/239163,Alejandro Fortes,204,C/F,35,12,11.5,25.4,11.7,7.0,1.5,5.5,0.8,0.1,0.2,1.6,3.3,2.0,60.6,10.8,4.8,44.4,0.0,0.0,0.0,1.7,Alcobendas,ALCO,https://basketball.eurobasket.com/team/Italtel-Alcobendas/1285
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:21.283071,Fos Borja -27,https://basketball.eurobasket.com/player/Fos-Borja/472306,Borja Fos,,,,10,7.3,16.8,4.1,6.1,1.5,4.6,0.4,0.3,0.4,1.8,2.4,1.3,54.2,2.5,1.1,44.0,1.0,0.2,20.0,0.6,Morvedre,MORV,https://basketball.eurobasket.com/team/Club-Basquet-Morvedre/70745
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:21.713200,Fraga Brais,https://basketball.eurobasket.com/player/Fraga-Brais/701001,Brais Fraga,,,,5,0.0,5.6,1.0,0.8,0.6,0.2,0.0,0.0,0.0,1.0,0.2,0.2,100.0,0.8,0.4,50.0,0.4,0.0,0.0,0.2,Obradoiro S.,OBRA,https://basketball.eurobasket.com/team/Obradoiro-Ames-Santiago-de-Compostela/14434
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:22.197677,Frances Javier -21,https://basketball.eurobasket.com/player/Frances-Javier/655371,Javier Frances,,,,11,-0.1,6.2,0.5,1.1,0.4,0.7,0.1,0.0,0.0,1.0,0.2,0.0,0.0,0.7,0.3,42.9,0.0,0.0,0.0,0.2,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:22.709329,Franch Nacho -F-23,https://basketball.eurobasket.com/player/Franch-Nacho/676312,Nacho Franch,,,,11,3.8,14.8,2.9,3.1,1.2,1.9,1.0,0.1,0.7,1.7,0.7,0.5,71.4,1.5,0.6,40.0,1.9,0.4,21.1,0.5,El Pilar,EL P,https://basketball.eurobasket.com/team/El-Pilar-UPV/69180
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:23.162112,Frechilla Adrian,https://basketball.eurobasket.com/player/Frechilla-Adrian/797234,Adrian Frechilla,,,,12,6.1,25.1,5.4,4.0,1.8,2.3,1.3,0.1,0.4,2.0,1.1,0.7,63.6,1.8,1.3,72.2,2.7,0.8,29.6,1.1,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:23.775661,Freire Ricardo -F-26,https://basketball.eurobasket.com/player/Freire-Ricardo/605147,Ricardo Freire,,,,12,6.2,19.3,6.1,3.4,0.4,3.0,1.7,0.1,1.3,1.5,1.4,1.0,71.4,2.8,0.9,32.1,2.9,1.1,37.9,1.7,Alcala Caja87,ALCA,https://basketball.eurobasket.com/team/Insolac-CB-Alcala-Caja87/73084
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:24.169568,Friscia Unai -26,https://basketball.eurobasket.com/player/Friscia-Unai/449573,Unai Friscia,,,,11,-0.5,13.4,1.5,1.3,0.3,1.0,0.5,0.0,0.5,1.9,0.4,0.3,75.0,1.9,0.6,31.6,0.5,0.0,0.0,1.2,Penarroya,PENA,https://basketball.eurobasket.com/team/Dehesas-Reunidas-Climanavas-Penarroya/1332
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:24.569619,Froufe Adrian 194-G/F-22,https://basketball.eurobasket.com/player/Froufe-Adrian/514872,Adrian Froufe,194,G/F,22,12,10.3,30.7,10.8,7.8,1.3,6.5,1.2,0.3,1.3,2.9,1.8,1.3,72.2,5.3,2.5,47.2,6.5,1.5,23.1,2.2,Moraleja,MORA,https://basketball.eurobasket.com/team/Hache-Publicidad-Moraleja/67319
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:24.977497,Fuente Pablo,https://basketball.eurobasket.com/player/Fuente-Pablo/777525,Pablo Fuente,,,,8,2.9,8.1,4.0,0.6,0.4,0.3,0.4,0.0,0.4,1.5,2.1,1.3,61.9,1.1,0.6,54.5,0.9,0.5,55.6,0.6,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:25.366403,Fuentes Nicolas,https://basketball.eurobasket.com/player/Fuentes-Nicolas/766099,Nicolas Fuentes,,,,12,3.7,12.2,3.5,0.8,0.1,0.8,0.8,0.0,0.3,0.4,1.5,1.2,80.0,1.3,0.4,30.8,1.3,0.5,38.5,1.0,Obradoiro S.,OBRA,https://basketball.eurobasket.com/team/Obradoiro-Ames-Santiago-de-Compostela/14434
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:25.745312,Fuertes Pau,https://basketball.eurobasket.com/player/Fuertes-Pau/815950,Pau Fuertes,,,,1,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ontinet,ONTI,https://basketball.eurobasket.com/team/Eset-Ontinet-Ontinyent/67331
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:26.117564,Furlan Leandro 193-SG-33,https://basketball.eurobasket.com/player/Furlan-Leandro/229545,Leandro Furlan,193,SG,33,12,8.6,20.5,9.0,3.0,1.0,2.0,1.8,0.1,0.4,2.8,2.9,1.8,62.1,5.4,3.3,61.1,0.9,0.2,22.2,1.8,Oh!Tels ULB,OH!T,https://basketball.eurobasket.com/team/OhTels-Union-Linense-de-Baloncesto/2778
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:26.615418,Fuster Carles -F/C-24,https://basketball.eurobasket.com/player/Fuster-Carles/591732,Carles Fuster,,,,10,-0.2,16.6,2.7,1.3,0.6,0.7,0.6,0.0,1.3,2.0,1.6,1.2,75.0,2.4,0.3,12.5,1.7,0.3,17.6,1.3,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:27.108993,Gabaldn Diego,https://basketball.eurobasket.com/player/Gabaldn-Diego/812432,Diego Gabaldn,,,,1,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:27.551456,Gacic Sandro 201-SG-29,https://basketball.eurobasket.com/player/Gacic-Sandro/250099,Sandro Gacic,201,SG,29,10,17.4,29.3,14.9,7.6,1.6,6.0,3.1,0.4,1.0,3.5,3.4,2.4,70.6,6.6,3.1,47.0,4.8,2.1,43.8,1.9,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:28.024455,Gadea Alejandro -22,https://basketball.eurobasket.com/player/Gadea-Alejandro/752563,Alejandro Gadea,,,,12,17.1,21.0,10.9,6.4,1.8,4.7,2.9,0.4,2.4,1.5,4.7,2.9,61.7,5.7,3.3,57.9,2.6,0.5,19.2,1.8,Puerto Sagunto,PUER,https://basketball.eurobasket.com/team/CB-Puerto-Sagunto/20654
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:28.404654,Galan Carlos 201-F/C-24,https://basketball.eurobasket.com/player/Galan-Carlos/485181,Carlos Galan,201,F/C,24,12,4.1,12.3,3.8,2.4,1.0,1.4,0.1,0.2,0.3,1.6,1.8,0.8,44.4,2.3,1.5,65.2,0.0,0.0,0.0,0.8,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:28.737548,Galiano Sebastian 201-PF-25,https://basketball.eurobasket.com/player/Galiano-Sebastian/529569,Sebastian Galiano,201,PF,25,11,2.2,15.5,2.0,3.5,0.9,2.5,0.3,0.1,0.5,2.6,1.4,0.5,35.7,1.6,0.7,43.8,0.3,0.0,0.0,0.5,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:29.091732,Gallardo Ignacio 196-PF-25,https://basketball.eurobasket.com/player/Gallardo-Ignacio/585931,Ignacio Gallardo,196,PF,25,3,19.0,30.0,11.3,8.3,2.7,5.7,2.0,0.0,1.3,3.3,1.3,0.3,23.1,6.3,5.0,79.4,0.3,0.3,100.0,0.7,Daimiel,DAIM,https://basketball.eurobasket.com/team/Autocares-Rodriguez-Daimiel/13252
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:29.499358,Gallego Alejandro,https://basketball.eurobasket.com/player/Gallego-Alejandro/797833,Alejandro Gallego,,,,11,0.7,10.6,1.4,2.5,1.1,1.5,0.5,0.1,0.4,1.6,0.6,0.3,50.0,2.4,0.5,20.8,0.3,0.0,0.0,0.4,,,
Spain,Tercera FEB,2025-2026,2026-01-10T22:49:29.844502,Gallego Alvaro -20,https://basketball.eurobasket.com/player/Gallego-Alvaro/669087,Alvaro Gallego,,,,8,5.5,20.5,4.3,2.6,0.5,2.1,2.9,0.1,1.6,1.8,0.8,0.4,50.0,2.1,0.6,28.6,3.0,0.9,30.0,1.6,Huelva Com.,HUEL,https://basketball.eurobasket.com/team/Huelva-Comercio-LRI21-Viridis/2006
